,genre_sequence,unique_genres
1517,alternative rock,None
1518,alternative rock,None
1519,dream pop,None
1520,dream pop,None
1521,dream pop,None
1522,dream pop,None
1523,dream pop,None
1524,dream pop,None
1525,dream pop,None
1526,dream pop,None
1527,dream pop,None
1528,Mellow,None
1529,Mellow,None
1530,Mellow,None
1531,alternative rock,None
1532,alternative rock,None
1533,alternative rock,None
1534,alternative rock,None
1535,alternative rock,None
1536,alternative rock,None
1537,dream pop,None
1538,dream pop,None
1539,dream pop,None
1540,Soundtrack,None
1541,Soundtrack,None
1542,alternative,None
1543,alternative,None
1544,alternative,None
1545,alternative,None
1546,alternative,None
1547,alternative,None
1548,indie,None
1549,indie,None
1550,indie,None
1551,indie,None
1552,indie,None
1553,indie,None
1554,indie,None
1555,indie,None
1556,indie,None
1557,alternative,None
1558,alternative,None
1559,alternative,None
1560,alternative,None
1561,alternative,None
1562,alternative,None
1563,Soundtrack,None
1564,Soundtrack,None
1565,Soundtrack,None
1566,Soundtrack,None
1567,Soundtrack,None
1568,Soundtrack,None
1569,trip-hop,None
1570,trip-hop,None
1571,trip-hop,None
1572,trip-hop,None
1573,trip-hop,None
1574,trip-hop,None
1575,rock,None
1576,rock,None
1577,rock,None
1578,dream pop,None
1579,dream pop,None
1580,dream pop,None
1581,dream pop,None
1582,dream pop,None
1583,dream pop,None
1584,Soundtrack,None
1585,Soundtrack,None
1586,Soundtrack,None
1587,Soundtrack,None
1588,Soundtrack,None
1589,indie,None
1590,indie,None
1591,indie,None
1592,electronic,None
1593,electronic,None
1594,electronic,None
1595,electronic,None
1596,electronic,None
1597,electronic,None
1598,indie,None
1599,indie,None
1600,indie,None
1601,indie,None
1602,indie,None
1603,indie,None
1604,indie,None
1605,indie,None
1606,indie,None
1607,alternative,None
1608,alternative,None
1609,alternative,None
1610,alternative,None
1611,alternative,None
1612,alternative,None
1613,alternative,None
1614,alternative,None
1615,alternative,None
1616,alternative,None
1617,alternative,None
1618,alternative,None
1619,Soundtrack,None
1620,Soundtrack,None
1621,Soundtrack,None
1622,Soundtrack,None
1623,Soundtrack,None
1624,Soundtrack,None
1625,trip-hop,None
1626,trip-hop,None
1627,alternative rock,None
1628,alternative rock,None
1629,alternative rock,None
1630,Awesome,None
1631,Awesome,None
1632,Awesome,None
1633,Awesome,None
1634,Awesome,None
1635,anime,None
1636,anime,None
1637,anime,None
1638,anime,None
1639,anime,None
1640,anime,None
1641,anime,None
1642,anime,None
1643,anime,None
1644,anime,None
1645,anime,None
1646,anime,None
1647,indie,None
1648,indie,None
1649,indie,None
1650,Soundtrack,None
1651,Soundtrack,None
1652,Soundtrack,None
1653,Soundtrack,None
1654,Soundtrack,None
1655,Soundtrack,None
1656,indie,None
1657,indie,None
1658,indie,None
1659,indie,None
1660,indie,None
1661,indie,None
1662,indie,None
1663,indie,None
1664,indie,None
1665,indie,None
1666,indie,None
1667,indie,None
1668,indie,None
1669,indie,None
1670,indie,None
1671,indie,None
1672,indie,None
1673,indie,None
1674,indie,None
1675,indie,None
1676,indie,None
1677,indie,None
1678,indie,None
1679,indie,None
1680,female vocalists,None
1681,alternative rock,None
1682,alternative rock,None
1683,alternative rock,None
1684,rock,None
1685,rock,None
1686,rock,None
1687,rock,None
1688,rock,None
1689,rock,None
1690,alternative rock,None
1691,alternative rock,None
1692,alternative rock,None
1693,alternative rock,None
1694,alternative rock,None
1695,alternative rock,None
1696,Soundtrack,None
1697,Soundtrack,None
1698,Soundtrack,None
1699,somafm,None
1700,somafm,None
1701,somafm,None
1702,electronic,None
1703,electronic,None
1704,electronic,None
1705,electronic,None
1706,electronic,None
1707,electronic,None
1708,alternative,None
1709,alternative,None
1710,alternative,None
1711,alternative,None
1712,alternative,None
1713,alternative,None
1714,alternative,None
1715,alternative,None
1716,alternative,None
1717,alternative,None
1718,alternative,None
1719,alternative,None
1720,electronic,None
1721,electronic,None
1722,electronic,None
1723,pop,None
1724,pop,None
1725,pop,None
1726,female vocalists,None
1727,female vocalists,None
1728,female vocalists,None
1729,female vocalists,None
1730,female vocalists,None
1731,female vocalists,None
1732,alternative,None
1733,alternative,None
1734,alternative,None
1735,indie,None
1736,indie,None
1737,indie,None
1738,indie,None
1739,indie,None
1740,indie,None
1741,rock,None
1742,rock,None
1743,rock,None
1744,indie,None
1745,indie,None
1746,indie,None
1747,Grunge,None
1748,Grunge,None
1749,Grunge,None
1750,indie,None
1751,indie,None
1752,indie,None
1753,love at first listen,None
1754,love at first listen,None
1755,love at first listen,None
1756,electronic,None
1757,electronic,None
1758,electronic,None
1759,indie,None
1760,indie,None
1761,indie,None
1762,alternative,None
1763,alternative,None
1764,alternative,None
1765,indie rock,None
1766,indie rock,None
1767,indie rock,None
1768,rock,None
1769,rock,None
1770,rock,None
1771,indie,None
1772,indie,None
1773,indie,None
1774,instrumental,None
1775,instrumental,None
1776,instrumental,None
1777,alternative rock,None
1778,alternative rock,None
1779,alternative rock,None
1780,alternative rock,None
1781,alternative rock,None
1782,pop,None
1783,pop,None
1784,pop,None
1785,indie,None
1786,indie,None
1787,indie,None
1788,pop,None
1789,pop,None
1790,pop,None
1791,rock,None
1792,rock,None
1793,rock,None
1794,indie,None
1795,indie,None
1796,indie,None
1797,electronic,None
1798,electronic,None
1799,electronic,None
1800,alternative rock,None
1801,alternative rock,None
1802,alternative rock,None
1803,alternative rock,None
1804,alternative rock,None
1805,alternative rock,None
1806,Soundtrack,None
1807,Soundtrack,None
1808,Soundtrack,None
1809,electronic,None
1810,electronic,None
1811,electronic,None
1812,rock,None
1813,rock,None
1814,rock,None
1815,rock,None
1816,rock,None
1817,rock,None
1818,pop,None
1819,pop,None
1820,pop,None
1821,alternative,None
1822,pop,None
1823,pop,None
1824,pop,None
1825,indie,None
1826,indie,None
1827,indie,None
1828,electronic,None
1829,electronic,None
1830,electronic,None
1831,rock,None
1832,rock,None
1833,rock,None
1834,rock,None
1835,rock,None
1836,rock,None
1837,electronic,None
1838,electronic,None
1839,electronic,None
1840,alternative rock,None
1841,alternative rock,None
1842,alternative rock,None
1843,alternative rock,None
1844,alternative rock,None
1845,alternative rock,None
1846,alternative rock,None
1847,alternative rock,None
1848,alternative rock,None
1849,indie,None
1850,indie,None
1851,indie,None
1852,Grunge,None
1853,Grunge,None
1854,Grunge,None
1855,electronic,None
1856,electronic,None
1857,electronic,None
1858,pop,None
1859,pop,None
1860,pop,None
1861,indie,None
1862,indie,None
1863,indie,None
1864,pop,None
1865,pop,None
1866,pop,None
1867,beautiful,None
1868,beautiful,None
1869,beautiful,None
1870,pop,None
1871,pop,None
1872,pop,None
1873,Grunge,None
1874,Grunge,None
1875,Grunge,None
1876,electronic,None
1877,electronic,None
1878,electronic,None
1879,electronic,None
1880,electronic,None
1881,electronic,None
1882,trip-hop,None
1883,trip-hop,None
1884,trip-hop,None
1885,electronic,None
1886,electronic,None
1887,electronic,None
1888,somafm,None
1889,somafm,None
1890,somafm,None
1891,electronic,None
1892,electronic,None
1893,electronic,None
1894,Soundtrack,None
1895,Soundtrack,None
1896,Soundtrack,None
1897,Soundtrack,None
1898,Soundtrack,None
1899,Soundtrack,None
1900,Soundtrack,None
1901,Soundtrack,None
1902,Soundtrack,None
1903,rock,None
1904,rock,None
1905,rock,None
1906,indie rock,None
1907,indie rock,None
1908,indie,None
1909,indie,None
1910,indie,None
1911,indie,None
1912,indie,None
1913,indie,None
1914,indie,None
1915,indie,None
1916,indie,None
1917,Soundtrack,None
1918,Soundtrack,None
1919,Soundtrack,None
1920,Soundtrack,None
1921,Soundtrack,None
1922,Soundtrack,None
1923,Soundtrack,None
1924,Soundtrack,None
1925,Soundtrack,None
1926,Soundtrack,None
1927,Soundtrack,None
1928,Soundtrack,None
1929,dream pop,None
1930,dream pop,None
1931,dream pop,None
1932,alternative,None
1933,alternative,None
1934,alternative,None
1935,alternative,None
1936,alternative,None
1937,alternative,None
1938,rock,None
1939,rock,None
1940,rock,None
1941,describing me,None
1942,describing me,None
1943,Grunge,None
1944,Grunge,None
1945,Grunge,None
1946,Grunge,None
1947,Grunge,None
1948,Grunge,None
1949,rock,None
1950,rock,None
1951,rock,None
1952,rock,None
1953,rock,None
1954,rock,None
1955,female vocalists,None
1956,female vocalists,None
1957,female vocalists,None
1958,rock,None
1959,rock,None
1960,rock,None
1961,Grunge,None
1962,Grunge,None
1963,Grunge,None
1964,Soundtrack,None
1965,Soundtrack,None
1966,Soundtrack,None
1967,indie pop,None
1968,indie pop,None
1969,indie pop,None
1970,indie rock,None
1971,indie rock,None
1972,indie rock,None
1973,indie,None
1974,indie,None
1975,indie,None
1976,electronic,None
1977,electronic,None
1978,electronic,None
1979,indie pop,None
1980,indie pop,None
1981,indie pop,None
1982,pop,None
1983,pop,None
1984,pop,None
1985,pop,None
1986,pop,None
1987,pop,None
1988,alternative,None
1989,alternative,None
1990,alternative,None
1991,alternative,None
1992,alternative,None
1993,alternative,None
1994,alternative,None
1995,alternative,None
1996,alternative,None
1997,alternative,None
1998,indie,None
1999,indie,None
2000,indie,None
2001,indie,None
2002,indie,None
2003,indie,None
2004,indie,None
2005,indie,None
2006,indie,None
2007,indie,None
2008,indie,None
2009,indie,None
2010,indie,None
2011,indie,None
2012,indie,None
2013,alternative rock,None
2014,alternative rock,None
2015,alternative rock,None
2016,rock,None
2017,rock,None
2018,rock,None
2019,rock,None
2020,rock,None
2021,rock,None
2022,alternative,None
2023,alternative,None
2024,alternative,None
2025,indie,None
2026,indie,None
2027,indie,None
2028,pop,None
2029,pop,None
2030,pop,None
2031,indie rock,None
2032,indie rock,None
2033,indie rock,None
2034,rock,None
2035,rock,None
2036,rock,None
2037,indie rock,None
2038,indie rock,None
2039,indie rock,None
2040,pop,None
2041,pop,None
2042,pop,None
2043,alternative,None
2044,alternative,None
2045,alternative,None
2046,shoegaze,None
2047,shoegaze,None
2048,shoegaze,None
2049,shoegaze,None
2050,shoegaze,None
2051,shoegaze,None
2052,electronic,None
2053,electronic,None
2054,electronic,None
2055,alternative rock,None
2056,alternative rock,None
2057,alternative rock,None
2058,Grunge,None
2059,Grunge,None
2060,Grunge,None
2061,pop,None
2062,pop,None
2063,pop,None
2064,pop,None
2065,pop,None
2066,pop,None
2067,rock,None
2068,rock,None
2069,rock,None
2070,rock,None
2071,rock,None
2072,rock,None
2073,dream pop,None
2074,dream pop,None
2075,dream pop,None
2076,dream pop,None
2077,dream pop,None
2078,dream pop,None
2079,alternative,None
2080,alternative,None
2081,alternative,None
2082,alternative,None
2083,alternative,None
2084,alternative,None
2085,alternative,None
2086,alternative,None
2087,alternative,None
2088,alternative,None
2089,alternative,None
2090,alternative,None
2091,alternative,None
2092,alternative,None
2093,Rock en Espanol,None
2094,Rock en Espanol,None
2095,Rock en Espanol,None
2096,electronic,None
2097,electronic,None
2098,electronic,None
2099,female vocalists,None
2100,female vocalists,None
2101,female vocalists,None
2102,rock,None
2103,rock,None
2104,rock,None
2105,rock,None
2106,rock,None
2107,rock,None
2108,synthpop,None
2109,synthpop,None
2110,synthpop,None
2111,alternative rock,None
2112,alternative rock,None
2113,alternative rock,None
2114,alternative rock,None
2115,alternative rock,None
2116,alternative rock,None
2117,synthpop,None
2118,synthpop,None
2119,synthpop,None
2120,rock,None
2121,rock,None
2122,rock,None
2123,rock,None
2124,rock,None
2125,rock,None
2126,indie,None
2127,indie,None
2128,rock,None
2129,rock,None
2130,rock,None
2131,electronic,None
2132,electronic,None
2133,electronic,None
2134,alternative,None
2135,alternative,None
2136,alternative,None
2137,love at first listen,None
2138,love at first listen,None
2139,love at first listen,None
2140,electronic,None
2141,electronic,None
2142,electronic,None
2143,rock,None
2144,rock,None
2145,rock,None
2146,pop,None
2147,pop,None
2148,pop,None
2149,indie,None
2150,indie,None
2151,indie,None
2152,alternative rock,None
2153,alternative rock,None
2154,alternative rock,None
2155,pop,None
2156,pop,None
2157,pop,None
2158,alternative,None
2159,alternative,None
2160,alternative,None
2161,electronic,None
2162,electronic,None
2163,electronic,None
2164,female vocalists,None
2165,female vocalists,None
2166,female vocalists,None
2167,acoustic,None
2168,acoustic,None
2169,acoustic,None
2170,trip-hop,None
2171,trip-hop,None
2172,pop,None
2173,pop,None
2174,pop,None
2175,shoegaze,None
2176,shoegaze,None
2177,shoegaze,None
2178,pop,None
2179,pop,None
2180,pop,None
2181,indie pop,None
2182,indie pop,None
2183,indie pop,None
2184,indie rock,None
2185,indie rock,None
2186,indie rock,None
2187,alternative rock,None
2188,alternative rock,None
2189,alternative rock,None
2190,night city,None
2191,night city,None
2192,night city,None
2193,dream pop,None
2194,dream pop,None
2195,dream pop,None
2196,alternative,None
2197,alternative,None
2198,alternative,None
2199,Soundtrack,None
2200,Soundtrack,None
2201,Soundtrack,None
2202,rock,None
2203,rock,None
2204,rock,None
2205,alternative rock,None
2206,alternative rock,None
2207,alternative rock,None
2208,alternative,None
2209,alternative,None
2210,alternative,None
2211,dream pop,None
2212,dream pop,None
2213,rock,None
2214,rock,None
2215,rock,None
2216,indie,None
2217,indie,None
2218,indie,None
2219,alternative rock,None
2220,alternative rock,None
2221,alternative rock,None
2222,Soundtrack,None
2223,Soundtrack,None
2224,Soundtrack,None
2225,rock,None
2226,rock,None
2227,rock,None
2228,rock,None
2229,rock,None
2230,rock,None
2231,rock,None
2232,rock,None
2233,rock,None
2234,rock,None
2235,rock,None
2236,rock,None
2237,rock,None
2238,rock,None
2239,rock,None
2240,alternative rock,None
2241,alternative rock,None
2242,alternative rock,None
2243,alternative rock,None
2244,alternative rock,None
2245,alternative rock,None
2246,alternative rock,None
2247,alternative rock,None
2248,alternative rock,None
2249,alternative rock,None
2250,alternative rock,None
2251,alternative rock,None
2252,alternative rock,None
2253,alternative rock,None
2254,alternative rock,None
2255,alternative rock,None
2256,alternative rock,None
2257,alternative rock,None
2258,Grunge,None
2259,Grunge,None
2260,Grunge,None
2261,rock,None
2262,rock,None
2263,rock,None
2264,rock,None
2265,rock,None
2266,rock,None
2267,pop,None
2268,pop,None
2269,pop,None
2270,female vocalists,None
2271,female vocalists,None
2272,female vocalists,None
2273,indie,None
2274,indie,None
2275,indie,None
2276,indie,None
2277,indie,None
2278,indie,None
2279,indie,None
2280,indie,None
2281,indie,None
2282,rock,None
2283,rock,None
2284,rock,None
2285,alternative,None
2286,alternative,None
2287,alternative,None
2288,k-pop,None
2289,k-pop,None
2290,k-pop,None
2291,alternative rock,None
2292,alternative rock,None
2293,alternative rock,None
2294,alternative,None
2295,rock,None
2296,rock,None
2297,anime,None
2298,alternative rock,None
2299,Soundtrack,None
2300,anime,None
2301,Soundtrack,None
2302,Soundtrack,None
2303,Soundtrack,None
2304,Soundtrack,None
2305,mainplaylist,None
2306,mainplaylist,None
2307,mainplaylist,None
2308,indie,None
2309,indie,None
2310,female vocalists,None
2311,indie,None
2312,indie,None
2313,Soundtrack,None
2314,pop,None
2315,be-my-baby drum,None
2316,Soundtrack,None
2317,Soundtrack,None
2318,Soundtrack,None
2319,alternative,None
2320,anime,None
2321,anime,None
2322,anime,None
2323,anime,None
2324,J-rock,None
2325,indie,None
2326,instrumental,None
2327,indie,None
2328,dream pop,None
2329,rock,None
2330,rock,None
2331,dream pop,None
2332,indie,None
2333,anime,None
2334,J-rock,None
2335,anime,None
2336,rock,None
2337,rock,None
2338,rock,None
2339,rock,None
2340,rock,None
2341,Soundtrack,None
2342,Soundtrack,None
2343,Soundtrack,None
2344,alternative rock,None
2345,pop,None
2346,indie pop,None
2347,alternative rock,None
2348,dream pop,None
2349,dream pop,None
2350,dream pop,None
2351,female vocalists,None
2352,electronic,None
2353,anime,None
2354,electronic,None
2355,rock,None
2356,alternative,None
2357,alternative,None
2358,electronic,None
2359,alternative,None
2360,trip-hop,None
2361,trip-hop,None
2362,alternative rock,None
2363,alternative rock,None
2364,Soundtrack,None
2365,names of people,None
2366,Soundtrack,None
2367,Soundtrack,None
2368,dream pop,None
2369,Classical,None
2370,Soundtrack,None
2371,dream pop,None
2372,trip-hop,None
2373,rock,None
2374,indie,None
2375,indie rock,None
2376,alternative,None
2377,Grunge,None
2378,Soundtrack,None
2379,Soundtrack,None
2380,alternative rock,None
2381,alternative,None
2382,alternative,None
2383,electronic,None
2384,alternative rock,None
2385,indie rock,None
2386,dream pop,None
2387,rock,None
2388,rock,None
2389,rock,None
2390,alternative,None
2391,electronic,None
2392,dream pop,None
2393,alternative rock,None
2394,pop,None
2395,electronic,None
2396,dream pop,None
2397,indie,None
2398,indie,None
2399,Soundtrack,None
2400,indie,None
2401,indie,None
2402,electronic,None
2403,indie,None
2404,indie,None
2405,indie,None
2406,Soundtrack,None
2407,indie,None
2408,alternative,None
2409,indie,None
2410,alternative,None
2411,alternative rock,None
2412,alternative rock,None
2413,indie,None
2414,indie,None
2415,Soundtrack,None
2416,electronic,None
2417,indie,None
2418,Soundtrack,None
2419,rock,None
2420,female vocalists,None
2421,folk,None
2422,Soundtrack,None
2423,pop,None
2424,alternative,None
2425,indie,None
2426,Grunge,None
2427,indie rock,None
2428,mistagged,None
2429,rock,None
2430,rock,None
2431,female vocalists,None
2432,design,None
2433,alternative rock,None
2434,Soundtrack,None
2435,electronic,None
2436,alternative rock,None
2437,alternative rock,None
2438,synthpop,None
2439,Grunge,None
2440,rock,None
2441,Grunge,None
2442,dream pop,None
2443,alternative rock,None
2444,alternative rock,None
2445,alternative rock,None
2446,alternative rock,None
2447,alternative rock,None
2448,Soundtrack,None
2449,Soundtrack,None
2450,Soundtrack,None
2451,Soundtrack,None
2452,Soundtrack,None
2453,Soundtrack,None
2454,Soundtrack,None
2455,Soundtrack,None
2456,Soundtrack,None
2457,Soundtrack,None
2458,Soundtrack,None
2459,Soundtrack,None
2460,Soundtrack,None
2461,Soundtrack,None
2462,Soundtrack,None
2463,Soundtrack,None
2464,Soundtrack,None
2465,Soundtrack,None
2466,Soundtrack,None
2467,Soundtrack,None
2468,Soundtrack,None
2469,rock,None
2470,Soundtrack,None
2471,Soundtrack,None
2472,Soundtrack,None
2473,Soundtrack,None
2474,Soundtrack,None
2475,Soundtrack,None
2476,Soundtrack,None
2477,dream pop,None
2478,pop,None
2479,alternative rock,None
2480,Awesome,None
2481,indie,None
2482,indie,None
2483,synthpop,None
2484,pop,None
2485,alternative,None
2486,rock,None
2487,rock,None
2488,alternative rock,None
2489,alternative rock,None
2490,female vocalists,None
2491,female vocalists,None
2492,anime,None
2493,indie,None
2494,rock,None
2495,alternative,None
2496,indie,None
2497,indie,None
2498,indie,None
2499,rock,None
2500,rock,None
2501,rock,None
2502,rock,None
2503,rock,None
2504,rock,None
2505,rock,None
2506,rock,None
2507,rock,None
2508,rock,None
2509,rock,None
2510,rock,None
2511,rock,None
2512,rock,None
2513,rock,None
2514,alternative rock,None
2515,alternative rock,None
2516,alternative rock,None
2517,rock,None
2518,anime,None
2519,rock,None
2520,anime,None
2521,anime,None
2522,anime,None
2523,anime,None
2524,anime,None
2525,anime,None
2526,anime,None
2527,anime,None
2528,indie,None
2529,alternative,None
2530,anime,None
2531,J-rock,None
2532,electronic,None
2533,indie,None
2534,indie,None
2535,cover,None
2536,electronic,None
2537,indie,None
2538,alternative rock,None
2539,alternative,None
2540,rock,None
2541,Soundtrack,None
2542,Soundtrack,None
2543,alternative rock,None
2544,alternative rock,None
2545,alternative rock,None
2546,alternative rock,None
2547,alternative rock,None
2548,alternative,None
2549,alternative rock,None
2550,alternative rock,None
2551,mainplaylist,None
2552,Awesome,None
2553,Awesome,None
2554,Awesome,None
2555,Awesome,None
2556,Awesome,None
2557,alternative,None
2558,alternative,None
2559,alternative,None
2560,alternative,None
2561,alternative,None
2562,alternative,None
2563,alternative,None
2564,Soundtrack,None
2565,Soundtrack,None
2566,alternative rock,None
2567,dream pop,None
2568,indie,None
2569,indie,None
2570,indie,None
2571,indie,None
2572,indie,None
2573,alternative,None
2574,alternative,None
2575,Soundtrack,None
2576,Soundtrack,None
2577,rock,None
2578,rock,None
2579,rock,None
2580,alternative,None
2581,alternative,None
2582,alternative,None
2583,alternative,None
2584,indie,None
2585,indie,None
2586,alternative,None
2587,alternative,None
2588,alternative,None
2589,indie,None
2590,shoegaze,None
2591,indie,None
2592,indie,None
2593,trip-hop,None
2594,Soundtrack,None
2595,Soundtrack,None
2596,Soundtrack,None
2597,Soundtrack,None
2598,Soundtrack,None
2599,Soundtrack,None
2600,Soundtrack,None
2601,Soundtrack,None
2602,Soundtrack,None
2603,Soundtrack,None
2604,Soundtrack,None
2605,Soundtrack,None
2606,alternative rock,None
2607,Grunge,None
2608,alternative rock,None
2609,rock,None
2610,rock,None
2611,female vocalists,None
2612,female vocalists,None
2613,Grunge,None
2614,Grunge,None
2615,electronic,None
2616,indie rock,None
2617,indie,None
2618,indie,None
2619,dream pop,None
2620,dream pop,None
2621,dream pop,None
2622,rock,None
2623,pop,None
2624,pop,None
2625,pop,None
2626,pop,None
2627,rock,None
2628,dream pop,None
2629,dream pop,None
2630,alternative,None
2631,trip-hop,None
2632,trip-hop,None
2633,pop,None
2634,pop,None
2635,electronic,None
2636,rock,None
2637,80s,None
2638,alternative,None
2639,alternative rock,None
2640,alternative rock,None
2641,indie rock,None
2642,rock,None
2643,alternative,None
2644,indie,None
2645,alternative rock,None
2646,alternative rock,None
2647,Rock en Espanol,None
2648,indie,None
2649,trip-hop,None
2650,electronic,None
2651,rock,None
2652,pop,None
2653,female vocalists,None
2654,pop,None
2655,indie,None
2656,Grunge,None
2657,indie,None
2658,indie,None
2659,electronic,None
2660,Classical,None
2661,trip-hop,None
2662,alternative,None
2663,dream pop,None
2664,alternative,None
2665,alternative,None
2666,indie,None
2667,rock,None
2668,trip-hop,None
2669,alternative rock,None
2670,alternative rock,None
2671,indie,None
2672,alternative,None
2673,alternative,None
2674,indie,None
2675,rock,None
2676,alternative,None
2677,Classical,None
2678,Soundtrack,None
2679,Soundtrack,None
2680,Soundtrack,None
2681,Soundtrack,None
2682,Soundtrack,None
2683,Soundtrack,None
2684,Soundtrack,None
2685,Classical,None
2686,Soundtrack,None
2687,Soundtrack,None
2688,Classical,None
2689,Classical,None
2690,Classical,None
2691,Soundtrack,None
2692,Classical,None
2693,Soundtrack,None
2694,Soundtrack,None
2695,Classical,None
2696,Classical,None
2697,Classical,None
2698,Soundtrack,None
2699,Soundtrack,None
2700,Classical,None
2701,Classical,None
2702,Classical,None
2703,Soundtrack,None
2704,Soundtrack,None
2705,Classical,None
2706,instrumental,None
2707,Classical,None
2708,Classical,None
2709,Soundtracks,None
2710,Soundtrack,None
2711,Soundtrack,None
2712,Classical,None
2713,Classical,None
2714,Soundtrack,None
2715,rock,None
2716,rock,None
2717,indie,None
2718,alternative rock,None
2719,rock,None
2720,synthpop,None
2721,alternative,None
2722,pop,None
2723,indie pop,None
2724,indie pop,None
2725,indie,None
2726,indie,None
2727,indie,None
2728,indie rock,None
2729,rock,None
2730,alternative,None
2731,alternative rock,None
2732,alternative metal,None
2733,alternative,None
2734,alternative rock,None
2735,rock,None
2736,indie,None
2737,alternative,None
2738,alternative,None
2739,rock,None
2740,indie,None
2741,indie,None
2742,alternative rock,None
2743,electronic,None
2744,alternative rock,None
2745,Soundtrack,None
2746,indie,None
2747,indie,None
2748,Soundtrack,None
2749,indie,None
2750,indie,None
2751,alternative,None
2752,dream pop,None
2753,dream pop,None
2754,Soundtrack,None
2755,Soundtrack,None
2756,electronic,None
2757,rock,None
2758,alternative,None
2759,dream pop,None
2760,alternative,None
2761,alternative rock,None
2762,Soundtrack,None
2763,dream pop,None
2764,alternative,None
2765,electronic,None
2766,alternative,None
2767,alternative,None
2768,alternative,None
2769,pop,None
2770,alternative rock,None
2771,electronic,None
2772,indie,None
2773,streamable track wants,None
2774,indie,None
2775,Soundtrack,None
2776,pop,None
2777,pop,None
2778,Lara-Loved,None
2779,Rock en Espanol,None
2780,rock,None
2781,rock,None
2782,alternative,None
2783,alternative,None
2784,indie,None
2785,Soundtrack,None
2786,rock,None
2787,rock,None
2788,Soundtrack,None
2789,rock,None
2790,alternative rock,None
2791,Grunge,None
2792,alternative,None
2793,pop,None
2794,rock,None
2795,instrumental,None
2796,synthpop,None
2797,dream pop,None
2798,indie pop,None
2799,rock,None
2800,indie,None
2801,alternative rock,None
2802,electronic,None
2803,indie rock,None
2804,Grunge,None
2805,indie,None
2806,indie,None
2807,alternative,None
2808,pop,None
2809,instrumental,None
2810,alternative,None
2811,electronic,None
2812,indie,None
2813,alternative rock,None
2814,Classical,None
2815,anime,None
2816,Soundtrack,None
2817,dream pop,None
2818,electronic,None
2819,rock,None
2820,female vocalists,None
2821,cover,None
2822,indie,None
2823,electronic,None
2824,female vocalists,None
2825,indie,None
2826,rock,None
2827,rock,None
2828,Grunge,None
2829,alternative rock,None
2830,indie,None
2831,indie,None
2832,indie,None
2833,indie,None
2834,indie,None
2835,indie,None
2836,indie pop,None
2837,indie rock,None
2838,synthpop,None
2839,trip-hop,None
2840,electronic,None
2841,dream pop,None
2842,female vocalists,None
2843,female vocalists,None
2844,folk,None
2845,indie,None
2846,electronic,None
2847,female vocalists,None
2848,female vocalists,None
2849,indie,None
2850,rock,None
2851,alternative,None
2852,alternative,None
2853,alternative,None
2854,alternative,None
2855,alternative,None
2856,alternative,None
2857,indie rock,None
2858,rock,None
2859,alternative,None
2860,electronic,None
2861,electronic,None
2862,electronic,None
2863,electronic,None
2864,electronic,None
2865,electronic,None
2866,J-rock,None
2867,J-rock,None
2868,female vocalists,None
2869,alternative,None
2870,alternative,None
2871,alternative,None
2872,alternative,None
2873,alternative,None
2874,indie rock,None
2875,indie,None
2876,pop,None
2877,indie,None
2878,indie rock,None
2879,Grunge,None
2880,electronic,None
2881,rock,None
2882,rock,None
2883,indie rock,None
2884,alternative rock,None
2885,indie,None
2886,indie,None
2887,alternative,None
2888,alternative,None
2889,rock,None
2890,rock,None
2891,rock,None
2892,rock,None
2893,rock,None
2894,rock,None
2895,rock,None
2896,alternative rock,None
2897,indie,None
2898,indie,None
2899,indie,None
2900,indie,None
2901,indie,None
2902,indie,None
2903,indie,None
2904,alternative rock,None
2905,alternative rock,None
2906,alternative rock,None
2907,alternative rock,None
2908,alternative rock,None
2909,alternative,None
2910,alternative,None
2911,alternative,None
2912,alternative,None
2913,alternative,None
2914,alternative,None
2915,alternative,None
2916,alternative rock,None
2917,alternative rock,None
2918,alternative rock,None
2919,alternative rock,None
2920,night city,None
2921,night city,None
2922,alternative rock,None
2923,alternative rock,None
2924,alternative,None
2925,alternative,None
2926,alternative,None
2927,alternative,None
2928,pop,None
2929,alternative,None
2930,electronic,None
2931,indie,None
2932,electronic,None
2933,alternative rock,None
2934,female vocalists,None
2935,alternative rock,None
2936,80s,None
2937,Soundtrack,None
2938,Soundtrack,None
2939,Soundtrack,None
2940,Soundtrack,None
2941,pop,None
2942,indie rock,None
2943,indie,None
2944,names of people,None
2945,names of people,None
2946,instrumental,None
2947,Soundtrack,None
2948,Soundtrack,None
2949,Soundtrack,None
2950,Soundtrack,None
2951,Soundtrack,None
2952,mainplaylist,None
2953,mainplaylist,None
2954,mainplaylist,None
2955,mainplaylist,None
2956,mainplaylist,None
2957,mainplaylist,None
2958,mainplaylist,None
2959,mainplaylist,None
2960,Soundtrack,None
2961,Soundtrack,None
2962,Soundtrack,None
2963,Soundtrack,None
2964,Soundtrack,None
2965,Soundtrack,None
2966,Soundtrack,None
2967,Soundtrack,None
2968,Soundtrack,None
2969,Soundtrack,None
2970,rock,None
2971,electronic,None
2972,electronic,None
2973,electronic,None
2974,electronic,None
2975,rock,None
2976,rock,None
2977,electronic,None
2978,indie rock,None
2979,rock,None
2980,electronic,None
2981,Grunge,None
2982,Grunge,None
2983,alternative,None
2984,alternative,None
2985,alternative rock,None
2986,alternative rock,None
2987,alternative rock,None
2988,indie,None
2989,indie,None
2990,indie,None
