,genre_sequence,unique_genres
470,ElectglitchdubhoP,None
471,electronic,None
472,instrumental,None
473,electronic,None
474,electronic,None
475,electronic,None
476,psychedelic,None
477,electronic,None
478,instrumental,None
479,ElectglitchdubhoP,None
480,experimental,None
481,electronic,None
482,experimental,None
483,psychedelic,None
484,electronic,None
485,indietronica,None
486,electronic,None
487,psychedelic,None
488,electronic,None
489,electronic,None
490,psychedelic,None
491,electronic,None
492,instrumental,None
493,ElectglitchdubhoP,None
494,experimental,None
495,electronic,None
496,experimental,None
497,psychedelic,None
498,electronic,None
499,indietronica,None
500,electronic,None
501,psychedelic,None
502,electronic,None
503,electronic,None
504,electronic,None
505,indie,None
506,electropop,None
507,chillout,None
508,indie,None
509,indie,None
510,indie rock,None
511,electronic,None
512,indie,None
513,electronic,None
514,instrumental,None
515,indie,None
516,indie,None
517,indie,None
518,Nic Harcourt,None
519,indie,None
520,indie rock,None
521,electronic,None
522,indie,None
523,alternative,None
524,rock,None
525,indie,None
526,alternative rock,None
527,rock,None
528,indie,None
529,indie,None
530,rock,None
531,rock,None
532,indie,None
533,rock,None
534,indie,None
535,indie rock,None
536,folk,None
537,folk,None
538,folk,None
539,folk,None
540,folk,None
541,folk,None
542,folk,None
543,folk,None
544,folk,None
545,alternative,None
546,indie,None
547,indie,None
548,indie,None
549,indie,None
550,indie,None
551,indie,None
552,folk,None
553,Canadian,None
554,folk,None
555,cover,None
556,BIRP,None
557,folk,None
558,indie,None
559,folk,None
560,folk,None
561,indie,None
562,indie pop,None
563,folk,None
564,indie,None
565,alternative,None
566,cover,None
567,indie,None
568,electronic,None
569,indie rock,None
570,memories,None
571,Hip-Hop,None
572,folk,None
573,indie,None
574,blues,None
575,pop,None
576,pop,None
577,indie,None
578,folk,None
579,electronic,None
580,electronic,None
581,indie,None
582,cover,None
583,indie,None
584,acoustic,None
585,chillout,None
586,folk,None
587,folk,None
588,acoustic,None
589,folk,None
590,indie,None
591,sad,None
592,pop punk,None
593,indie,None
594,wishlist,None
595,acoustic,None
596,sad,None
597,pop,None
598,cover,None
599,indie,None
600,rock,None
601,indietronica,None
602,chillwave,None
603,indie,None
604,electropop,None
605,indie rock,None
606,folk,None
607,indie,None
608,chillwave,None
609,indie,None
610,indie,None
611,indie,None
612,indie,None
613,electronic,None
614,indie,None
615,folk,None
616,folk,None
617,acoustic,None
618,remix,None
619,acoustic,None
620,indie,None
621,alternative,None
622,female vocalists,None
623,Soundtracks,None
624,cover,None
625,indie,None
626,indie,None
627,chillout,None
628,female vocalists,None
629,electronic,None
630,electronic,None
631,indie,None
632,cover,None
633,indie,None
634,acoustic,None
635,chillout,None
636,indie,None
637,acoustic,None
638,folk,None
639,indie,None
640,acoustic,None
641,folk,None
642,pop,None
643,indie,None
644,indie,None
645,indie,None
646,indie,None
647,rock,None
648,indie,None
649,folk,None
650,indie,None
651,folk,None
652,indie,None
653,indie,None
654,indie,None
655,indie,None
656,folk,None
657,female vocalists,None
658,acoustic,None
659,acoustic,None
660,acoustic,None
661,acoustic,None
662,acoustic,None
663,experimental,None
664,post-rock,None
665,indie,None
666,indie,None
667,indie,None
668,indie,None
669,alternative,None
670,indie,None
671,folk,None
672,acoustic,None
673,folk,None
674,indie rock,None
675,acoustic,None
676,indie pop,None
677,indie pop,None
678,folk,None
679,animals,None
680,folk,None
681,alternative,None
682,electronic,None
683,indie,None
684,indie,None
685,electronic,None
686,chillwave,None
687,folk,None
688,folk,None
689,folk,None
690,indie,None
691,indie,None
692,australian,None
693,folk,None
694,indie,None
695,cover,None
696,electronic,None
697,sad,None
698,acoustic,None
699,acoustic,None
700,acoustic,None
701,singer-songwriter,None
702,acoustic,None
703,folk,None
704,acoustic,None
705,indie,None
706,electronic,None
707,indie,None
708,electronic,None
709,pop,None
710,indie,None
711,pop,None
712,female vocalists,None
713,cover,None
714,pop,None
715,female vocalists,None
716,indie,None
717,pop,None
718,pop,None
719,female vocalists,None
720,pop,None
721,female vocalists,None
722,female vocalists,None
723,pop,None
724,female vocalists,None
725,blues rock,None
726,blues rock,None
727,blues rock,None
728,blues rock,None
729,blues rock,None
730,blues rock,None
731,blues rock,None
732,blues rock,None
733,blues rock,None
734,blues rock,None
735,blues rock,None
736,blues rock,None
737,blues rock,None
738,blues rock,None
739,House,None
740,lounge,None
741,lounge,None
742,chillout,None
743,lounge,None
744,lounge,None
745,lounge,None
746,lounge,None
747,House,None
748,indie,None
749,instrumental,None
750,electronic,None
751,electronic,None
752,electronic,None
753,electronic,None
754,instrumental,None
755,electronic,None
756,electronic,None
757,electronic,None
758,electronic,None
759,electronic,None
760,electronic,None
761,electronic,None
762,electronic,None
763,electronic,None
764,electronic,None
765,electronic,None
766,indie,None
767,indie rock,None
768,indie,None
769,indie,None
770,indie,None
771,indie,None
772,indie,None
773,breakbeat,None
774,experimental,None
775,alternative,None
776,indie pop,None
777,alternative,None
778,indie,None
779,indie,None
780,indie,None
781,indie,None
782,electronic,None
783,beats,None
784,world fusion,None
785,electronic,None
786,electronic,None
787,electronic,None
788,electronic,None
789,electronic,None
790,chillwave,None
791,chillwave,None
792,chill,None
793,chillwave,None
794,indie,None
795,synthpop,None
796,indietronica,None
797,indie,None
798,indie,None
799,indie,None
800,pop,None
801,chillout,None
802,cover,None
803,indie,None
804,electronic,None
805,pop,None
806,indie,None
807,female vocalists,None
808,pop,None
809,female vocalists,None
810,female vocalists,None
811,indie,None
812,pop,None
813,cover,None
814,female vocalists,None
815,female vocalists,None
816,pop,None
817,acoustic,None
818,electronic,None
819,pop,None
820,female vocalists,None
821,indie,None
822,indie,None
823,indie,None
824,pop,None
825,pop,None
826,pop,None
827,instrumental,None
828,indie,None
829,pop,None
830,female vocalists,None
831,pop,None
832,female vocalists,None
833,pop,None
834,indie,None
835,pop,None
836,pop,None
837,pop,None
838,indie,None
839,female vocalists,None
840,female vocalists,None
841,pop,None
842,pop,None
843,electronic,None
844,pop,None
845,indie,None
846,pop,None
847,female vocalists,None
848,female vocalists,None
849,indie,None
850,pop,None
851,indie,None
852,female vocalists,None
853,pop,None
854,female vocalists,None
855,pop,None
856,indie,None
857,female vocalists,None
858,indie,None
859,female vocalists,None
860,female vocalists,None
861,indie,None
862,indie,None
863,pop,None
864,chillout,None
865,female vocalists,None
866,pop,None
867,indie,None
868,female vocalists,None
869,indie,None
870,indie,None
871,indie,None
872,pop,None
873,chillout,None
874,cover,None
875,indie,None
876,electronic,None
877,pop,None
878,indie,None
879,female vocalists,None
880,pop,None
881,female vocalists,None
882,female vocalists,None
883,indie,None
884,pop,None
885,cover,None
886,female vocalists,None
887,female vocalists,None
888,pop,None
889,acoustic,None
890,electronic,None
891,pop,None
892,female vocalists,None
893,indie,None
894,indie,None
895,indie,None
896,pop,None
897,pop,None
898,pop,None
899,instrumental,None
900,indie,None
901,pop,None
902,female vocalists,None
903,pop,None
904,female vocalists,None
905,pop,None
906,indie,None
907,pop,None
908,pop,None
909,pop,None
910,indie,None
911,female vocalists,None
912,female vocalists,None
913,pop,None
914,pop,None
915,indie,None
916,female vocalists,None
917,female vocalists,None
918,female vocalists,None
919,female vocalists,None
920,female vocalists,None
921,pop,None
922,pop,None
923,indie,None
924,female vocalists,None
925,female vocalists,None
926,pop,None
927,pop,None
928,pop,None
929,pop,None
930,indie,None
931,female vocalists,None
932,pop,None
933,pop,None
934,pop,None
935,female vocalists,None
936,indie,None
937,pop,None
938,female vocalists,None
939,indie,None
940,pop,None
941,indie,None
942,pop,None
943,electronic,None
944,female vocalists,None
945,pop,None
946,indie,None
947,pop,None
948,indie,None
949,pop,None
950,pop,None
951,pop,None
952,indie,None
953,indie,None
954,indie,None
955,indie,None
956,indie,None
957,indie,None
958,indie,None
959,female vocalists,None
960,female vocalists,None
961,female vocalists,None
962,female vocalists,None
963,female vocalists,None
964,indie,None
965,female vocalists,None
966,indie,None
967,female vocalists,None
968,female vocalists,None
969,pop,None
970,female vocalists,None
971,female vocalists,None
972,female vocalists,None
973,pop,None
974,female vocalists,None
975,indie,None
976,electropop,None
977,female vocalists,None
978,pop,None
979,electropop,None
980,pop,None
981,female vocalists,None
982,electropop,None
983,pop,None
984,pop,None
985,indie pop,None
986,pop,None
987,electropop,None
988,pop,None
989,pop,None
990,female vocalists,None
991,pop,None
992,electropop,None
993,pop,None
994,electronic,None
995,female vocalists,None
996,female vocalists,None
997,electropop,None
998,electronic,None
999,electropop,None
1000,pop,None
1001,electrosexual,None
1002,instrumental,None
1003,indie,None
1004,indie,None
1005,electronic,None
1006,electronic,None
1007,electronic,None
1008,electronic,None
1009,electronic,None
1010,electronic,None
1011,electronic,None
1012,beats,None
1013,beats,None
1014,chillout,None
1015,chillout,None
1016,chillout,None
1017,electronic,None
1018,electronic,None
1019,electronic,None
1020,electronic,None
1021,goodnightmom,None
1022,goodnightmom,None
1023,instrumental,None
1024,indie,None
1025,remix,None
1026,remix,None
1027,alternative,None
1028,indie,None
1029,electronic,None
1030,indie,None
1031,indie,None
1032,alternative,None
1033,chillwave,None
1034,chillwave,None
1035,BIRP,None
1036,electronic,None
1037,indie,None
1038,instrumental,None
1039,electrosexual,None
1040,electrosexual,None
1041,electrosexual,None
1042,instrumental,None
1043,instrumental,None
1044,electronic,None
1045,electronic,None
1046,instrumental,None
1047,electronic,None
1048,electronic,None
1049,downtempo,None
1050,downtempo,None
1051,downtempo,None
1052,electronic,None
1053,electronic,None
1054,alternative,None
1055,indie,None
1056,indie,None
1057,electronic,None
1058,electronic,None
1059,Electronic Pop,None
1060,electronic,None
1061,electronic,None
1062,electronic,None
1063,electronic,None
1064,beats,None
1065,beats,None
1066,electronic,None
1067,electronic,None
1068,electronic,None
1069,electronic,None
1070,Awesome,None
1071,Awesome,None
1072,pop,None
1073,instrumental,None
1074,electronic,None
1075,BIRP,None
1076,downtempo,None
1077,downtempo,None
1078,electronic,None
1079,electronic,None
1080,indie,None
1081,chillwave,None
1082,abstract,None
1083,electronic,None
1084,electronic,None
1085,glitch,None
1086,glitch,None
1087,electronic,None
1088,experimental,None
1089,noise,None
1090,Awesome,None
1091,Awesome,None
1092,idm,None
1093,Hip-Hop,None
1094,experimental,None
1095,electronic,None
1096,indie,None
1097,electronic,None
1098,alternative,None
1099,electronic,None
1100,indie,None
1101,electronic,None
1102,electronic,None
1103,chillwave,None
1104,electronic,None
1105,electronic,None
1106,experimental,None
1107,electronic,None
1108,noise,None
1109,pop,None
1110,experimental,None
1111,indie,None
1112,electronic,None
1113,electronic,None
1114,chillout,None
1115,Hip-Hop,None
1116,electronic,None
1117,beats,None
1118,Hip-Hop,None
1119,electronic,None
1120,beats,None
1121,idm,None
1122,electronic,None
1123,experimental,None
1124,electronic,None
1125,electrosexual,None
1126,electronic,None
1127,downtempo,None
1128,electrosexual,None
1129,abstract,None
1130,Awesome,None
1131,Awesome,None
1132,glitch,None
1133,beats,None
1134,idm,None
1135,instrumental,None
1136,experimental,None
1137,downtempo,None
1138,experimental,None
1139,electronic,None
1140,noise,None
1141,pop,None
1142,experimental,None
1143,electronic,None
1144,electronic,None
1145,chillout,None
1146,Hip-Hop,None
1147,electronic,None
1148,beats,None
1149,beats,None
1150,idm,None
1151,instrumental,None
1152,experimental,None
1153,downtempo,None
1154,experimental,None
1155,electronic,None
1156,noise,None
1157,pop,None
1158,experimental,None
1159,electronic,None
1160,electronic,None
1161,chillout,None
1162,Hip-Hop,None
1163,electronic,None
1164,beats,None
1165,idm,None
1166,electronic,None
1167,experimental,None
1168,electrosexual,None
1169,electronic,None
1170,electronic,None
1171,downtempo,None
1172,electrosexual,None
1173,abstract,None
1174,Awesome,None
1175,Awesome,None
1176,glitch,None
1177,beats,None
1178,idm,None
1179,Hip-Hop,None
1180,electronic,None
1181,beats,None
1182,idm,None
1183,electronic,None
1184,experimental,None
1185,chillout,None
1186,chillout,None
1187,chillout,None
1188,chillwave,None
1189,glitch,None
1190,Electronic Pop,None
1191,chill,None
1192,electronic,None
1193,Canadian,None
1194,goodnightmom,None
1195,chillwave,None
1196,glitch,None
1197,chillout,None
1198,Electronic Pop,None
1199,chillwave,None
1200,chillwave,None
1201,chillout,None
1202,cover,None
1203,chillwave,None
1204,electronic,None
1205,BIRP,None
1206,folk,None
1207,folk,None
1208,folk,None
1209,folk,None
1210,folk,None
1211,folk,None
1212,folk,None
1213,folk,None
1214,folk,None
1215,indie,None
1216,folk,None
1217,folk,None
1218,folk,None
1219,cover,None
1220,rock,None
1221,female vocalists,None
1222,Canadian,None
1223,indie,None
1224,electronic,None
1225,electronic,None
1226,electronic,None
1227,electronic,None
1228,electronic,None
1229,electronic,None
1230,electronic,None
1231,electronic,None
1232,electronic,None
1233,electronic,None
1234,Canadian,None
1235,electronic,None
1236,chillwave,None
1237,chillwave,None
1238,chillout,None
1239,cover,None
1240,chillwave,None
1241,electronic,None
1242,BIRP,None
1243,electronic,None
1244,indie,None
1245,chillwave,None
1246,cover,None
1247,BIRP,None
1248,electronic,None
1249,indie,None
1250,chill,None
1251,indie,None
1252,indie,None
1253,electronic,None
1254,indie pop,None
1255,electronic,None
1256,goeiepoep,None
1257,electronic,None
1258,electronic,None
1259,electronic,None
1260,electronic,None
1261,electronic,None
1262,indie,None
1263,electronic,None
1264,electropop,None
1265,electronic,None
1266,electronic,None
1267,electronic,None
1268,electronic,None
1269,BIRP,None
1270,electronic,None
1271,BIRP,None
1272,electronic,None
1273,chillout,None
1274,chillwave,None
1275,cover,None
1276,chillwave,None
1277,electronic,None
1278,BIRP,None
1279,electronic,None
1280,beats,None
1281,world fusion,None
1282,electronic,None
1283,electronic,None
1284,electronic,None
1285,electronic,None
1286,electronic,None
1287,chillwave,None
1288,chillwave,None
1289,chill,None
1290,chillwave,None
1291,indie,None
1292,synthpop,None
1293,indietronica,None
1294,Canadian,None
1295,electronic,None
1296,electronic,None
1297,chillwave,None
1298,chillwave,None
1299,cover,None
1300,chillwave,None
1301,electronic,None
1302,BIRP,None
1303,Canadian,None
1304,electronic,None
1305,chillwave,None
1306,chillwave,None
1307,cover,None
1308,chillwave,None
1309,electronic,None
1310,BIRP,None
1311,electronic,None
1312,electronic,None
1313,tohu-bohu,None
1314,BIRP,None
1315,electronic,None
1316,indie,None
1317,electropop,None
1318,indie,None
1319,chillwave,None
1320,chillwave,None
1321,Canadian,None
1322,Canadian,None
1323,electronic,None
1324,chillwave,None
1325,chillwave,None
1326,chillwave,None
1327,cover,None
1328,BIRP,None
1329,electronic,None
1330,indie,None
1331,chillout,None
1332,goodnightmom,None
1333,chillwave,None
1334,glitch,None
1335,chillout,None
1336,goodnightmom,None
1337,chillwave,None
1338,glitch,None
1339,chillout,None
1340,Electronic Pop,None
1341,chillout,None
1342,chillwave,None
1343,BIRP,None
1344,chillwave,None
1345,chillwave,None
1346,electronic,None
1347,BIRP,None
1348,goodnightmom,None
1349,Canadian,None
1350,chillshoe and wavegaze,None
1351,electronic,None
1352,chillwave,None
1353,chillout,None
1354,electronic,None
1355,chill,None
1356,cover,None
1357,BIRP,None
1358,electronic,None
1359,chillwave,None
1360,electronic,None
1361,electronic,None
1362,electronic,None
1363,chillwave,None
1364,chillwave,None
1365,cover,None
1366,BIRP,None
1367,chillwave,None
1368,electronic,None
1369,electronic,None
1370,BIRP,None
1371,chillout,None
1372,indie,None
1373,goodnightmom,None
1374,BIRP,None
1375,electronic,None
1376,electronic,None
1377,electronic,None
1378,good,None
1379,indie,None
1380,chillwave,None
1381,chill,None
1382,metro downtempo,None
1383,chillwave,None
1384,chillwave,None
1385,pop,None
1386,electronic,None
1387,Canadian,None
1388,indie,None
1389,ElectglitchdubhoP,None
1390,electronic,None
1391,indie pop,None
1392,chillout,None
1393,indie rock,None
1394,electronic,None
1395,indie,None
1396,chillwave,None
1397,chillwave,None
1398,chillwave,None
1399,chillwave,None
1400,indie,None
1401,indie,None
1402,chillwave,None
1403,chillwave,None
1404,electronic,None
1405,chillout,None
1406,early morning,None
1407,indie,None
1408,electropop,None
1409,indie,None
1410,chillwave,None
1411,chillwave,None
1412,electronic,None
1413,chillwave,None
1414,chillwave,None
1415,chillout,None
1416,chillwave,None
1417,electronic,None
1418,indie,None
1419,Tagit,None
1420,Lo-Fi,None
1421,chillout,None
1422,deep,None
1423,indie rock,None
1424,indie,None
1425,chillwave,None
1426,Disco,None
1427,indie,None
1428,electronic,None
1429,BIRP,None
1430,indie,None
1431,chillwave,None
1432,chillwave,None
1433,indie,None
1434,electronic,None
1435,chillwave,None
1436,chillwave,None
1437,chillwave,None
1438,indie,None
1439,indie pop,None
1440,Electronic Pop,None
1441,indie,None
1442,darkwave,None
1443,chillwave,None
1444,electronic,None
1445,chillwave,None
1446,indie,None
1447,electronic,None
1448,electronic,None
1449,indie,None
1450,electronic,None
1451,chillout,None
1452,chillwave,None
1453,chillwave,None
1454,chillwave,None
1455,chillwave,None
1456,chillwave,None
1457,Canadian,None
1458,electronic,None
1459,indie,None
1460,electronic,None
1461,synthpop,None
1462,chillout,None
1463,chillout,None
1464,ElectglitchdubhoP,None
1465,chillwave,None
1466,indie pop,None
1467,chillout,None
1468,electronic,None
1469,Canadian,None
1470,BIRP,None
1471,chillwave,None
1472,electronic,None
1473,chillwave,None
1474,chillout,None
1475,pop,None
1476,indie,None
1477,female vocalists,None
1478,pop,None
1479,pop,None
1480,indie rock,None
1481,pop,None
1482,female vocalists,None
1483,indie,None
1484,alternative,None
1485,pop,None
1486,female vocalists,None
1487,pop,None
1488,pop,None
1489,pop,None
1490,indie,None
1491,indie,None
1492,indie,None
1493,indie,None
1494,pop,None
1495,female vocalists,None
1496,pop,None
1497,female vocalists,None
1498,female vocalists,None
1499,electropop,None
1500,pop,None
1501,indie,None
1502,electropop,None
1503,indie,None
1504,female vocalists,None
1505,pop,None
1506,pop,None
1507,female vocalists,None
1508,indie,None
1509,pop,None
1510,pop,None
1511,electronic,None
1512,indie,None
1513,indie,None
1514,alternative,None
1515,electronic,None
1516,chillwave,None
1517,instrumental,None
1518,instrumental,None
1519,instrumental,None
1520,instrumental,None
1521,instrumental,None
1522,instrumental,None
1523,instrumental,None
1524,instrumental,None
1525,alternative,None
1526,instrumental,None
1527,electronic,None
1528,electronic,None
1529,electronic,None
1530,electronic,None
1531,electronic,None
1532,electronic,None
1533,electronic,None
1534,electronic,None
1535,electronic,None
1536,Lo-Fi,None
1537,electronic,None
1538,chillout,None
1539,electronic,None
1540,electronic,None
1541,chillwave,None
1542,chillwave,None
1543,electronic,None
1544,chillwave,None
1545,chillwave,None
1546,electronic,None
1547,indie,None
1548,indie,None
1549,Canadian,None
1550,electronic,None
1551,indie,None
1552,indie,None
1553,indie,None
1554,electronic,None
1555,blues rock,None
1556,female vocalists,None
1557,indie,None
1558,indie,None
1559,indie,None
1560,indie,None
1561,indie,None
1562,indie,None
1563,indie,None
1564,electronic,None
1565,glitch,None
1566,electronic,None
1567,electronic,None
