,genre_sequence,unique_genres
1543,dream pop,None
1544,electronic,None
1545,indie,None
1546,indie,None
1547,indie,None
1548,indie,None
1549,indie,None
1550,female vocals,None
1551,dream pop,None
1552,indie,None
1553,indie,None
1554,indie,None
1555,dream pop,None
1556,indie,None
1557,electronic,None
1558,pop,None
1559,indie,None
1560,chillwave,None
1561,beats,None
1562,chillwave,None
1563,indie pop,None
1564,electronica,None
1565,Hip-Hop,None
1566,electronic,None
1567,folk,None
1568,electronic,None
1569,funky,None
1570,psychedelic,None
1571,electronic,None
1572,indie,None
1573,rock,None
1574,indie,None
1575,electronic,None
1576,electro,None
1577,electronic,None
1578,indie pop,None
1579,indie,None
1580,pop,None
1581,chillwave,None
1582,title is a full sentence,None
1583,rock,None
1584,funk,None
1585,electronic,None
1586,indie,None
1587,indie,None
1588,Lo-Fi,None
1589,indie,None
1590,ambient,None
1591,pop,None
1592,electronica,None
1593,Lo-Fi,None
1594,shoegaze,None
1595,Hip-Hop,None
1596,indie pop,None
1597,singer-songwritergdchill,None
1598,vugube62,None
1599,chillwave,None
1600,chillwave,None
1601,electronic,None
1602,electronic,None
1603,pop,None
1604,electronic,None
1605,electronic,None
1606,electronic,None
1607,indie,None
1608,funk,None
1609,Love,None
1610,pop,None
1611,indie,None
1612,electronic,None
1613,singer-songwriter,None
1614,Hip-Hop,None
1615,rock,None
1616,indie,None
1617,chillwave,None
1618,Hip-Hop,None
1619,pop,None
1620,indie pop,None
1621,BIRP,None
1622,Hip-Hop,None
1623,electronic,None
1624,somafm,None
1625,electronic,None
1626,Hip-Hop,None
1627,2k11 mix,None
1628,pop,None
1629,cover,None
1630,alternative rock,None
1631,pop,None
1632,pop,None
1633,indie rock,None
1634,lizvelrene2010,None
1635,pop,None
1636,melancholy,None
1637,indie,None
1638,indie,None
1639,indie rock,None
1640,indie,None
1641,indie pop,None
1642,chillwave,None
1643,chillwave,None
1644,electronic,None
1645,indie,None
1646,indie,None
1647,classic rock,None
1648,80s,None
1649,classic rock,None
1650,pop,None
1651,indie,None
1652,electronic,None
1653,indie,None
1654,indie,None
1655,rock,None
1656,electronic,None
1657,electronic,None
1658,indie,None
1659,indie rock,None
1660,indie,None
1661,80s,None
1662,dream pop,None
1663,indie,None
1664,electronica,None
1665,indie,None
1666,Love,None
1667,indie,None
1668,indie rock,None
1669,folk,None
1670,indie pop,None
1671,kbfm,None
1672,indie,None
1673,pop,None
1674,pop,None
1675,80s,None
1676,electronic,None
1677,Hip-Hop,None
1678,cover,None
1679,guitar,None
1680,ambient,None
1681,indie,None
1682,rock,None
1683,electronic,None
1684,indie,None
1685,indie,None
1686,electronic,None
1687,Lo-Fi,None
1688,indie rock,None
1689,electronic,None
1690,pop,None
1691,folk,None
1692,indie,None
1693,indie rock,None
1694,Hip-Hop,None
1695,indie,None
1696,ambient,None
1697,indie,None
1698,electronic,None
1699,Love,None
1700,indie,None
1701,Lo-Fi,None
1702,indie rock,None
1703,electronica,None
1704,indie,None
1705,ambient,None
1706,electronic,None
1707,rock,None
1708,rock,None
1709,indie,None
1710,dream pop,None
1711,pop,None
1712,indie,None
1713,pop,None
1714,indie,None
1715,dream pop,None
1716,singer-songwriter,None
1717,electronic,None
1718,electronic,None
1719,rock,None
1720,vugube62,None
1721,indie,None
1722,indie rock,None
1723,electronic,None
1724,vugube62,None
1725,Love,None
1726,ambient,None
1727,singer-songwriter,None
1728,Love,None
1729,electronic,None
1730,funk,None
1731,pop,None
1732,indie,None
1733,indie,None
1734,indie,None
1735,indie,None
1736,indie,None
1737,pop,None
1738,indie rock,None
1739,indie,None
1740,indie,None
1741,indie rock,None
1742,indie,None
1743,rock,None
1744,chillwave,None
1745,synthpop,None
1746,indie,None
1747,indie,None
1748,indie rock,None
1749,electronic,None
1750,indie,None
1751,pop,None
1752,indie,None
1753,rock,None
1754,pop,None
1755,electronic,None
1756,pop,None
1757,pop,None
1758,folk,None
1759,electronic,None
1760,electronic,None
1761,indie,None
1762,synthpop,None
1763,synthpop,None
1764,synthpop,None
1765,electronic,None
1766,Hip-Hop,None
1767,folk,None
1768,folk,None
1769,folk,None
1770,folk,None
1771,folk,None
1772,instrumental,None
1773,folk,None
1774,folk,None
1775,folk,None
1776,folk,None
1777,synthpop,None
1778,electronic,None
1779,Hip-Hop,None
1780,electronic,None
1781,electronic,None
1782,ambient,None
1783,ambient,None
1784,1Live Fiehe,None
1785,1Live Fiehe,None
1786,synthpop,None
1787,synthpop,None
1788,electronic,None
1789,electronic,None
1790,indie rock,None
1791,pop,None
1792,electronic,None
1793,electronic,None
1794,electronic,None
1795,electronic,None
1796,ambient,None
1797,ambient,None
1798,chillwave,None
1799,1Live Fiehe,None
1800,pop,None
1801,pop,None
1802,electronic,None
1803,indie,None
1804,electronic,None
1805,electronic,None
1806,electronic,None
1807,electronic,None
1808,electronic,None
1809,electronic,None
1810,ambient,None
1811,ambient,None
1812,indie,None
1813,rock,None
1814,rock,None
1815,rock,None
1816,rock,None
1817,rock,None
1818,rock,None
1819,rock,None
1820,rock,None
1821,rock,None
1822,rock,None
1823,rock,None
1824,rock,None
1825,rock,None
1826,rock,None
1827,rock,None
1828,alternative,None
1829,rock,None
1830,rock,None
1831,rock,None
1832,rock,None
1833,rock,None
1834,rock,None
1835,rock,None
1836,rock,None
1837,rock,None
1838,rock,None
1839,rock,None
1840,rock,None
1841,electronic,None
1842,experimental,None
1843,electronic,None
1844,electronic,None
1845,electronic,None
1846,electronic,None
1847,electronic,None
1848,electronic,None
1849,electronic,None
1850,ambient,None
1851,pop,None
1852,1Live Fiehe,None
1853,chillwave,None
1854,electronic,None
1855,indie,None
1856,Hip-Hop,None
1857,pop,None
1858,electronic,None
1859,ambient,None
1860,electronic,None
1861,electronic,None
1862,ambient,None
1863,electronic,None
1864,electronic,None
1865,electronic,None
1866,electronic,None
1867,indie,None
1868,indie rock,None
1869,alternative,None
1870,alternative,None
1871,Lo-Fi,None
1872,electronic,None
1873,electronic,None
1874,electronic,None
1875,electronic,None
1876,electronic,None
1877,experimental,None
1878,electronic,None
1879,electronic,None
1880,electronic,None
1881,new girls,None
1882,electronica,None
1883,rock,None
1884,indie,None
1885,rock,None
1886,1Live Fiehe,None
1887,rock,None
1888,indie,None
1889,rock,None
1890,rock,None
1891,rock,None
1892,1Live Fiehe,None
1893,ambient,None
1894,ambient,None
1895,electronic,None
1896,electronic,None
1897,electronic,None
1898,ambient,None
1899,ambient,None
1900,electronic,None
1901,ambient,None
1902,ambient,None
1903,electronica,None
1904,rock,None
1905,indie,None
1906,indie,None
1907,pop,None
1908,pop,None
1909,pop,None
1910,Lo-Fi,None
1911,chillwave,None
1912,Hip-Hop,None
1913,Hip-Hop,None
1914,chillout,None
1915,indie rock,None
1916,indie,None
1917,pop,None
1918,rock,None
1919,pop,None
1920,pop,None
1921,Awesome,None
1922,Love,None
1923,electronica,None
1924,indie pop,None
1925,indie pop,None
1926,kick your ass,None
1927,pop,None
1928,indie,None
1929,experimental,None
1930,dream pop,None
1931,electronic,None
1932,electronic,None
1933,Hip-Hop,None
1934,indie,None
1935,indie,None
1936,1Live Fiehe,None
1937,rock,None
1938,electronic,None
1939,chillout,None
1940,indie,None
1941,electronic,None
1942,electronic,None
1943,pop,None
1944,Love,None
1945,electronic,None
1946,electronic,None
1947,electronic,None
1948,indie,None
1949,chillout,None
1950,electronic,None
1951,chillwave,None
1952,indie rock,None
1953,electronic,None
1954,classic rock,None
1955,funky jazz,None
1956,title is a full sentence,None
1957,pop,None
1958,vugube62,None
1959,vugube62,None
1960,vugube62,None
1961,pop,None
1962,electronic,None
1963,pop,None
1964,indie rock,None
1965,indie,None
1966,indie rock,None
1967,indie,None
1968,indie rock,None
1969,indie rock,None
1970,indie,None
1971,pop,None
1972,electronic,None
1973,vugube62,None
1974,dream pop,None
1975,Hip-Hop,None
1976,Lo-Fi,None
1977,alternative,None
1978,Awesome,None
1979,Hip-Hop,None
1980,Hip-Hop,None
1981,indie,None
1982,Lo-Fi,None
1983,indie rock,None
1984,indie rock,None
1985,rock,None
1986,latin,None
1987,indie rock,None
1988,indie,None
1989,pop,None
1990,indie,None
1991,electronic,None
1992,cover,None
1993,I thought of you,None
1994,70s,None
1995,80s,None
1996,big bills,None
1997,indie rock,None
1998,indie,None
1999,rock,None
2000,Hip-Hop,None
2001,beautiful,None
2002,favorites,None
2003,indie pop,None
2004,electronic,None
2005,instrumental,None
2006,synthpop,None
2007,classic rock,None
2008,electronic,None
2009,folk,None
2010,indie,None
2011,80s,None
2012,indie,None
2013,chillout,None
2014,electronic,None
2015,Calming,None
2016,Austin Loved Tracks,None
2017,indie,None
2018,indie,None
2019,indie rock,None
2020,indie,None
2021,electronic,None
2022,rock,None
2023,indie,None
2024,indie rock,None
2025,dream pop,None
2026,rock,None
2027,Lo-Fi,None
2028,synthpop,None
2029,indie rock,None
2030,indie,None
2031,indie,None
2032,indie rock,None
2033,indie rock,None
2034,indie,None
2035,indie rock,None
2036,indie,None
2037,Awesome,None
2038,indie,None
2039,Awesome,None
2040,indie rock,None
2041,indie,None
2042,indie rock,None
2043,indie,None
2044,Awesome,None
2045,indie,None
2046,Awesome,None
2047,indie,None
2048,Awesome,None
2049,indie,None
2050,indie rock,None
2051,indie,None
2052,Awesome,None
2053,Awesome,None
2054,alternative,None
2055,rock,None
2056,alternative,None
2057,indie,None
2058,rock,None
2059,indie,None
2060,indie,None
2061,indie,None
2062,alternative,None
2063,indie,None
2064,indie,None
2065,indie,None
2066,Lo-Fi,None
2067,Lo-Fi,None
2068,Lo-Fi,None
2069,Minneapolis,None
2070,summer,None
2071,indie rock,None
2072,dream pop,None
2073,indie rock,None
2074,rock,None
2075,indie,None
2076,dream pop,None
2077,electronic,None
2078,electronic,None
2079,indie rock,None
2080,indie,None
2081,indie,None
2082,indie,None
2083,indie rock,None
2084,indie rock,None
2085,indie,None
2086,chillwave,None
2087,indie,None
2088,rock,None
2089,rock,None
2090,rock,None
2091,electronic,None
2092,electronic,None
2093,electronic,None
2094,electronic,None
2095,electronic,None
2096,electronic,None
2097,electropop,None
2098,pop,None
2099,rock,None
2100,Hip-Hop,None
2101,indie,None
2102,rock,None
2103,pop,None
2104,indie,None
2105,experimental,None
2106,indie,None
2107,indie,None
2108,indie,None
2109,Hip-Hop,None
2110,indie,None
2111,indie,None
2112,experimental,None
2113,indie,None
2114,pop,None
2115,electropop,None
2116,electronic,None
2117,electronic,None
2118,electronic,None
2119,electronic,None
2120,electronic,None
2121,electronic,None
2122,electronic,None
2123,rock,None
2124,rock,None
2125,rock,None
2126,rock,None
2127,rock,None
2128,indie,None
2129,chillwave,None
2130,jazz,None
2131,electronic,None
2132,electronic,None
2133,alternative,None
2134,classic rock,None
2135,electronic,None
2136,indie pop,None
2137,electropop,None
2138,indie,None
2139,indie rock,None
2140,indie,None
2141,indie rock,None
2142,indie,None
2143,indie,None
2144,indie,None
2145,pop,None
2146,rock,None
2147,indie rock,None
2148,indie,None
2149,Hip-Hop,None
2150,rock,None
2151,electronic,None
2152,electronic,None
2153,indie pop,None
2154,I thought of you,None
2155,classic rock,None
2156,indie,None
2157,indie,None
2158,title is a full sentence,None
2159,funky jazz,None
2160,classic rock,None
2161,electro,None
2162,pop,None
2163,pop,None
2164,folk,None
2165,folk,None
2166,folk,None
2167,folk,None
2168,folk,None
2169,folk,None
2170,folk,None
2171,folk,None
2172,lizvelrene2010,None
2173,Burn One,None
2174,singer-songwriter,None
2175,pop,None
2176,indie,None
2177,rock,None
2178,dream pop,None
2179,electronic,None
2180,classic rock,None
2181,electronic,None
2182,indie,None
2183,indie,None
2184,indie rock,None
2185,Hip-Hop,None
2186,indie,None
2187,pop,None
2188,indie,None
2189,indie,None
2190,rock,None
2191,Lo-Fi,None
2192,pop,None
2193,Hip-Hop,None
2194,pop,None
2195,chillwave,None
2196,pop,None
2197,folk,None
2198,electronic,None
2199,reggae,None
2200,classic rock,None
2201,rock,None
2202,Hip-Hop,None
2203,Hip-Hop,None
2204,Hip-Hop,None
2205,electro,None
2206,Hip-Hop,None
2207,Hip-Hop,None
2208,Hip-Hop,None
2209,Hip-Hop,None
2210,Hip-Hop,None
2211,Hip-Hop,None
2212,Hip-Hop,None
2213,Hip-Hop,None
2214,electro,None
2215,Hip-Hop,None
2216,Hip-Hop,None
2217,indie rock,None
2218,indie,None
2219,pop,None
2220,WKNC,None
2221,electronic,None
2222,pop,None
2223,rock,None
2224,Hip-Hop,None
2225,rock,None
2226,pop,None
2227,pop,None
2228,alternative rock,None
2229,rock,None
2230,rock,None
2231,rock,None
2232,pop,None
2233,pop,None
2234,indie pop,None
2235,pop,None
2236,chillout,None
2237,electronic,None
2238,chillwave,None
2239,electronic,None
2240,rock,None
2241,chillout,None
2242,Hip-Hop,None
2243,classic rock,None
2244,indie,None
2245,electronic,None
2246,electronic,None
2247,electronic,None
2248,pop,None
2249,indie pop,None
2250,electronic,None
2251,Love,None
2252,electronic,None
2253,chillwave,None
2254,electronic,None
2255,dream pop,None
2256,indie,None
2257,rock,None
2258,indie rock,None
2259,indie,None
2260,indie,None
2261,chillout,None
2262,Hip-Hop,None
2263,vugube62,None
2264,rock,None
2265,electronic,None
2266,indie,None
2267,indie rock,None
2268,funky jazz,None
2269,indie,None
2270,electronic,None
2271,indie,None
2272,I thought of you,None
2273,classic rock,None
2274,vugube62,None
2275,synthpop,None
2276,pop,None
2277,pop,None
2278,electronic,None
2279,dream pop,None
2280,pop,None
2281,indie,None
2282,electronic,None
2283,80s,None
2284,electronic,None
2285,electronic,None
2286,dream pop,None
2287,80s,None
2288,rock,None
2289,classic rock,None
2290,electropop,None
2291,classic rock,None
2292,classic rock,None
2293,pop,None
2294,indie,None
2295,80s,None
2296,rock,None
2297,rock,None
2298,rock,None
2299,rock,None
2300,rock,None
2301,rock,None
2302,rock,None
2303,pop,None
2304,Hip-Hop,None
2305,80s,None
2306,vugube62,None
2307,electronic,None
2308,electropop,None
2309,best remixes,None
2310,electronic,None
2311,electronic,None
2312,indie,None
2313,Hip-Hop,None
2314,electronic,None
2315,electronic,None
2316,rock,None
2317,indie pop,None
2318,electronic,None
2319,electronic,None
2320,indie,None
2321,dream pop,None
2322,indie rock,None
2323,Lo-Fi,None
2324,80s,None
2325,pop,None
2326,pop,None
2327,80s,None
2328,Hip-Hop,None
2329,80s,None
2330,indie,None
2331,rock,None
2332,indie,None
2333,electronic,None
2334,80s,None
2335,electronic,None
2336,rock,None
2337,rock,None
2338,vugube62,None
2339,dream pop,None
2340,indie rock,None
2341,chillwave,None
2342,electronic,None
2343,indie,None
2344,Lo-Fi,None
2345,electropop,None
2346,singer-songwriter,None
2347,electronic,None
2348,indie,None
2349,electronic,None
2350,indie,None
2351,Hip-Hop,None
2352,electronic,None
2353,folk,None
2354,I thought of you,None
2355,Love,None
2356,electronic,None
2357,Hip-Hop,None
2358,electronic,None
2359,indie rock,None
2360,indie,None
2361,indie,None
2362,vugube62,None
2363,indie,None
2364,indie pop,None
2365,Hip-Hop,None
2366,electronic,None
2367,electronic,None
2368,chillout,None
2369,Lo-Fi,None
2370,pop,None
2371,rock,None
2372,electronic,None
2373,rock,None
2374,Love,None
2375,Hip-Hop,None
2376,indie,None
2377,rock,None
2378,singer-songwriter,None
2379,folk,None
2380,classic rock,None
2381,80s,None
2382,folk,None
2383,electronic,None
2384,indie,None
2385,classic rock,None
2386,indie rock,None
2387,Hip-Hop,None
2388,indie,None
2389,pop,None
2390,pop,None
2391,Hip-Hop,None
2392,indie,None
2393,indie,None
2394,Hip-Hop,None
2395,Hip-Hop,None
2396,Hip-Hop,None
2397,Hip-Hop,None
2398,funk,None
2399,electronic,None
2400,folk,None
2401,singer-songwriter,None
2402,rock,None
2403,80s,None
2404,indie,None
2405,Hip-Hop,None
2406,electronic,None
2407,Love,None
2408,rock,None
2409,electronic,None
2410,pop,None
2411,electronic,None
2412,indie,None
2413,Hip-Hop,None
2414,Hip-Hop,None
2415,indie,None
2416,indie,None
2417,somafm,None
2418,Hip-Hop,None
2419,electropop,None
2420,indie,None
2421,indie,None
2422,indie,None
2423,indie,None
2424,indie,None
2425,electronic,None
2426,alternative,None
2427,pop,None
2428,pop,None
2429,indie,None
2430,Love,None
2431,electronic,None
2432,chillout,None
2433,electronic,None
2434,electronic,None
2435,indie,None
2436,indie,None
2437,indie,None
2438,indie,None
2439,indie,None
2440,indie,None
2441,indie,None
2442,indie,None
2443,cover,None
2444,Disco,None
2445,Love,None
2446,pop,None
2447,Love,None
2448,Hip-Hop,None
2449,indie,None
2450,indie,None
2451,indie,None
2452,indie,None
2453,electronic,None
2454,electronic,None
2455,chillout,None
2456,electronic,None
2457,1Live Fiehe,None
2458,Me gusta,None
2459,electropop,None
2460,electronic,None
2461,electronic,None
2462,electronic,None
2463,electropop,None
2464,electronic,None
2465,electropop,None
2466,electronic,None
2467,electronic,None
2468,Me gusta,None
2469,folk,None
2470,somafm,None
2471,psychedelic,None
2472,indie rock,None
2473,sxsw 2011,None
2474,Love,None
2475,pop,None
2476,electronic,None
2477,electronic,None
2478,electronic,None
2479,electropop,None
2480,indie,None
2481,cover,None
2482,Disco,None
2483,sxsw 2011,None
2484,Love,None
2485,electro,None
2486,Electro Pop,None
2487,indie,None
2488,indie,None
2489,indie rock,None
2490,chillout,None
2491,electronic,None
2492,indie,None
2493,indie,None
2494,electronic,None
2495,electronic,None
2496,indie rock,None
2497,indie,None
2498,Hip-Hop,None
2499,rock,None
2500,indie rock,None
2501,indie,None
2502,indie,None
2503,dream pop,None
2504,80s,None
2505,indie,None
2506,indie,None
2507,Calming,None
2508,alternative,None
2509,title is a full sentence,None
2510,rock,None
2511,rock,None
2512,alternative,None
2513,pop,None
2514,indie,None
2515,electronica,None
2516,chillwave,None
2517,indie pop,None
2518,dream pop,None
2519,dream pop,None
2520,indie,None
2521,Hip-Hop,None
2522,Love,None
2523,electronic,None
2524,Hip-Hop,None
2525,indie,None
2526,electronic,None
2527,Love,None
2528,Love,None
2529,indie,None
2530,electronic,None
2531,cover,None
2532,indie,None
2533,Hip-Hop,None
2534,Love,None
2535,classic rock,None
2536,sxsw 2011,None
2537,Love,None
2538,rock,None
2539,electropop,None
2540,Hip-Hop,None
2541,Hip-Hop,None
2542,Love,None
2543,pop,None
2544,electronic,None
2545,indie,None
2546,dream pop,None
2547,dream pop,None
2548,indie pop,None
2549,indie,None
2550,electronica,None
2551,chillwave,None
2552,pop,None
2553,pop,None
2554,electronic,None
2555,indie,None
2556,electronic,None
2557,experimental,None
2558,electronic,None
2559,indie,None
2560,indie,None
2561,indie,None
2562,indie,None
2563,indie,None
2564,indie,None
2565,indie,None
2566,indie,None
2567,pop,None
2568,Hip-Hop,None
2569,cover,None
2570,indie pop,None
2571,pop,None
2572,electronic,None
2573,electronic,None
2574,rocket shoes mixtapes,None
2575,pop,None
2576,pop,None
2577,indie,None
2578,rock,None
2579,rock,None
2580,rock,None
2581,rock,None
2582,new tracks to investigate,None
2583,indie pop,None
2584,BIRP,None
2585,pop,None
2586,indie pop,None
2587,dream pop,None
2588,indie pop,None
2589,indie,None
2590,indie,None
2591,folk,None
2592,indie,None
2593,classic rock,None
2594,electronic,None
2595,electronic,None
2596,indie,None
2597,electronic,None
2598,electronic,None
2599,electronic,None
2600,indie,None
2601,dream pop,None
2602,indie,None
2603,indie,None
2604,indie,None
2605,electronic,None
2606,electronic,None
2607,Lo-Fi,None
2608,pop,None
2609,electronic,None
2610,electronic,None
2611,BIRP,None
2612,WKNC,None
2613,somafm,None
2614,electronica,None
2615,guitar,None
2616,electronica,None
2617,folk,None
2618,folk,None
2619,folk,None
2620,folk,None
2621,folk,None
2622,electronic,None
2623,electronic,None
2624,70s,None
2625,80s,None
2626,electropop,None
2627,electronic,None
2628,rock,None
2629,indie rock,None
2630,electronic,None
2631,dream pop,None
2632,pop,None
2633,pop,None
2634,pop,None
2635,chillwave,None
2636,indie,None
2637,funk,None
2638,pop,None
2639,indie rock,None
2640,indie,None
2641,electronic,None
2642,indie,None
2643,electronica,None
2644,Soundtrack,None
2645,synthpop,None
2646,folk,None
2647,chillwave,None
2648,pop,None
2649,Lo-Fi,None
2650,big bills,None
2651,cover,None
2652,indie,None
2653,indie,None
2654,folk,None
2655,indie rock,None
2656,pop,None
2657,70s,None
2658,electronic,None
2659,electrosexy,None
2660,title is a full sentence,None
2661,fun,None
2662,vugube62,None
2663,vugube62,None
2664,Lo-Fi,None
2665,Lo-Fi,None
2666,rock,None
2667,rock,None
2668,classic rock,None
2669,classic rock,None
2670,classic rock,None
2671,classic rock,None
2672,rock,None
2673,rock,None
2674,classic rock,None
2675,ladytron,None
2676,BIRP,None
2677,synthpop,None
2678,electronic,None
2679,electronic,None
2680,electronic,None
2681,electronic,None
2682,indie rock,None
2683,indie rock,None
2684,vugube62,None
2685,vugube62,None
2686,vugube62,None
2687,vugube62,None
2688,vugube62,None
2689,lizvelrene2010,None
2690,indie,None
2691,vugube62,None
2692,vugube62,None
2693,folk,None
2694,Lo-Fi,None
2695,indie,None
2696,indie,None
2697,indie rock,None
2698,indie rock,None
2699,dream pop,None
2700,dream pop,None
2701,indie pop,None
2702,indie,None
2703,electronica,None
2704,chillwave,None
2705,pop,None
2706,dream pop,None
2707,dream pop,None
2708,indie pop,None
2709,indie,None
2710,electronica,None
2711,chillwave,None
2712,pop,None
2713,indie,None
2714,indie,None
2715,chillwave,None
2716,indie,None
2717,electronic,None
2718,electronic,None
2719,electronic,None
2720,shoegaze,None
2721,indie,None
2722,indie,None
2723,electronic,None
2724,indie,None
2725,dream pop,None
2726,indie pop,None
2727,indie,None
2728,electronica,None
2729,chillwave,None
2730,pop,None
2731,indie rock,None
2732,dream pop,None
2733,dream pop,None
2734,dream pop,None
2735,indie pop,None
2736,indie,None
2737,electronica,None
2738,chillwave,None
2739,chillwave,None
2740,pop,None
2741,rock,None
2742,experimental,None
2743,indie,None
2744,Hip-Hop,None
2745,Hip-Hop,None
2746,experimental,None
2747,experimental,None
2748,twee,None
2749,test,None
2750,80s,None
2751,chillwave,None
2752,indie,None
2753,investigate,None
2754,electropop,None
2755,dream pop,None
2756,dream pop,None
2757,indie,None
2758,chillwave,None
2759,instrumental,None
2760,the prescription,None
2761,singer-songwriter,None
2762,test,None
2763,test,None
2764,indie,None
2765,electronic,None
2766,lizvelrene2010,None
2767,indie,None
2768,indie,None
2769,electronic,None
2770,covers,None
2771,indie,None
2772,indie,None
2773,indie rock,None
2774,indie rock,None
2775,indie,None
2776,indie rock,None
2777,indie rock,None
2778,ladytron,None
2779,BIRP,None
2780,synthpop,None
2781,Minneapolis,None
2782,Love,None
2783,indie,None
2784,Love,None
2785,indie,None
2786,indie,None
2787,synthpop,None
2788,chillwave,None
2789,electronic,None
2790,electronic,None
2791,electronic,None
2792,indie,None
2793,electronic,None
2794,electronic,None
2795,electronic,None
2796,electronic,None
2797,alternative rock,None
2798,indie,None
2799,70s,None
2800,female vocalists,None
2801,indie,None
2802,Hip-Hop,None
2803,classic rock,None
2804,indie,None
2805,indie,None
2806,indie,None
2807,indie,None
2808,indie,None
2809,indie,None
2810,twee,None
2811,funk,None
2812,chillout,None
2813,indie,None
2814,indie rock,None
2815,indie,None
2816,indie,None
2817,electronic,None
2818,synthpop,None
2819,electronic,None
2820,indie,None
2821,britpop,None
2822,Hip-Hop,None
2823,classic rock,None
2824,funk,None
2825,electropop,None
2826,indie,None
2827,indie,None
2828,electronic,None
2829,chillwave,None
2830,synthpop,None
2831,synthpop,None
2832,indie,None
2833,electropop,None
2834,funk,None
2835,indie,None
2836,electropop,None
2837,indie,None
2838,electropop,None
2839,indie,None
2840,pop,None
2841,electropop,None
2842,electronic,None
2843,indie,None
2844,electropop,None
2845,electropop,None
2846,rock,None
2847,electronic,None
2848,funk,None
2849,indie,None
2850,rock,None
2851,indie,None
2852,indie,None
2853,indie,None
2854,indie,None
2855,indie,None
2856,indie rock,None
2857,indie,None
2858,indie rock,None
2859,indie,None
2860,indie rock,None
2861,indie rock,None
2862,indie,None
2863,indie rock,None
2864,indie rock,None
2865,indie,None
2866,indie,None
2867,indie,None
2868,indie,None
2869,indie,None
2870,indie,None
2871,indie,None
2872,indie,None
2873,80s,None
2874,indie,None
2875,indie,None
2876,chillout,None
2877,alternative,None
2878,indie,None
2879,BIRP,None
2880,dream pop,None
2881,indie,None
2882,electronic,None
2883,electropop,None
2884,indie,None
2885,synthpop,None
2886,electronic,None
2887,lizvelrene2010,None
2888,indie,None
2889,experimental,None
2890,ambient,None
2891,rock,None
2892,rock,None
2893,indie,None
2894,indie,None
2895,electronic,None
2896,Lo-Fi,None
2897,indie rock,None
2898,electronic,None
2899,indie,None
2900,electronic,None
2901,instrumental,None
2902,alternative,None
2903,indie,None
2904,indie,None
2905,indie,None
2906,folk,None
2907,chillwave,None
2908,electronic,None
2909,indie,None
2910,indie,None
2911,indie,None
2912,electronic,None
2913,fit,None
2914,chillwave,None
2915,synthpop,None
2916,cover,None
2917,indie,None
2918,indie rock,None
2919,indie,None
2920,indie rock,None
2921,indie,None
2922,indie,None
2923,Hip-Hop,None
2924,Hip-Hop,None
2925,test,None
2926,indie pop,None
2927,indie rock,None
2928,chillwave,None
2929,indie,None
2930,indie,None
2931,folk,None
2932,garage pop,None
2933,experimental,None
2934,indie,None
2935,rock,None
2936,chillwave,None
2937,electronic,None
2938,cute,None
2939,indie,None
2940,indie,None
2941,indie,None
2942,indie,None
2943,indie,None
2944,indie,None
2945,indie pop,None
2946,indie,None
2947,pop,None
2948,indie,None
2949,indie,None
2950,folk,None
2951,classic rock,None
2952,vugube62,None
2953,alternative rock,None
2954,House,None
2955,indie,None
2956,female vocalists,None
2957,pop,None
2958,Hip-Hop,None
2959,indie,None
2960,Hip-Hop,None
2961,pop,None
2962,female vocalists,None
2963,indie,None
2964,House,None
2965,indie,None
2966,female vocalists,None
2967,indie,None
2968,House,None
2969,pop,None
2970,House,None
2971,indie,None
2972,female vocalists,None
2973,Hip-Hop,None
2974,House,None
2975,indie,None
2976,pop,None
2977,electropop,None
2978,indie,None
2979,electronic,None
2980,indie,None
2981,indie,None
2982,electronic,None
2983,70s,None
2984,electronic,None
2985,electronic,None
2986,indie rock,None
2987,indie rock,None
2988,beautiful,None
2989,folk,None
2990,electronic,None
2991,electronic,None
2992,electronic,None
2993,electropop,None
2994,electronic,None
2995,indie,None
2996,electronic,None
2997,electronic,None
2998,electronic,None
2999,pop,None
3000,indie pop,None
3001,Hip-Hop,None
3002,garage pop,None
3003,pop,None
3004,pop,None
3005,electronic,None
3006,indie,None
3007,alternative,None
3008,pop,None
3009,shoegaze,None
3010,indie,None
3011,folk,None
3012,indie,None
3013,indie,None
3014,folk,None
3015,indie,None
3016,indie,None
3017,vugube62,None
3018,80s,None
3019,indie rock,None
3020,indie,None
3021,Hip-Hop,None
3022,classic rock,None
3023,80s,None
3024,indie,None
3025,indie,None
3026,indie,None
3027,indie,None
3028,alternative,None
3029,Lo-Fi,None
3030,Hip-Hop,None
3031,electronic,None
3032,indie,None
3033,indie,None
3034,chillwave,None
3035,cover,None
3036,folk,None
3037,pop,None
3038,pop,None
3039,Hip-Hop,None
3040,electronic,None
3041,indie,None
3042,summer,None
3043,rock,None
3044,indie,None
3045,sxsw 2011,None
3046,vugube62,None
3047,lizvelrene2010,None
3048,indie,None
3049,vugube62,None
3050,vugube62,None
3051,vugube62,None
3052,80s,None
3053,alternative,None
3054,Lo-Fi,None
3055,Hip-Hop,None
3056,indie,None
3057,pop,None
3058,pop,None
3059,pop,None
3060,pop,None
3061,pop,None
3062,pop,None
3063,pop,None
3064,pop,None
3065,pop,None
3066,pop,None
3067,pop,None
3068,pop,None
3069,pop,None
3070,pop,None
3071,pop,None
3072,pop,None
3073,Hip-Hop,None
