,genre_sequence,unique_genres
113,trance,None
114,trance,None
115,trance,None
116,trance,None
117,trance,None
118,dance,None
119,trance,None
120,trance,None
121,trance,None
122,trance,None
123,trance,None
124,trance,None
125,trance,None
126,Progressive House,None
127,trance,None
128,trance,None
129,trance,None
130,vocal trance,None
131,trance,None
132,trance,None
133,dance,None
134,Progressive House,None
135,electronic,None
136,trance,None
137,trance,None
138,trance,None
139,trance,None
140,trance,None
141,vocal trance,None
142,trance,None
143,trance,None
144,trance,None
145,trance,None
146,trance,None
147,trance,None
148,trance,None
149,trance,None
150,trance,None
151,dance,None
152,chillout,None
153,trance,None
154,trance,None
155,trance,None
156,trance,None
157,trance,None
158,vocal trance,None
159,psytrance,None
160,electronic,None
161,electronic,None
162,trance,None
163,trance,None
164,trance,None
165,vocal trance,None
166,trance,None
167,dance,None
168,trance,None
169,trance,None
170,dance,None
171,trance,None
172,trance,None
173,chillout,None
174,trance,None
175,trance,None
176,trance,None
177,trance,None
178,trance,None
179,trance,None
180,trance,None
181,trance,None
182,trance,None
183,trance,None
184,House,None
185,ambient,None
186,trance,None
187,trance,None
188,trance,None
189,trance,None
190,trance,None
191,trance,None
192,psychedelic,None
193,trance,None
194,trance,None
195,trance,None
196,trance,None
197,trance,None
198,trance,None
199,trance,None
200,trance,None
201,trance,None
202,trance,None
203,trance,None
204,trance,None
205,trance,None
206,trance,None
207,dance,None
208,techno,None
209,dance,None
210,trance,None
211,trance,None
212,trance,None
213,dance,None
214,trance,None
215,trance,None
216,dance,None
217,trance,None
218,trance,None
219,trance,None
220,trance,None
221,trance,None
222,dance,None
223,trance,None
224,vocal trance,None
225,trance,None
226,trance,None
227,trance,None
228,trance,None
229,trance,None
230,trance,None
231,trance,None
232,House,None
233,trance,None
234,trance,None
235,trance,None
236,trance,None
237,chillout,None
238,trance,None
239,trance,None
240,trance,None
241,trance,None
242,electronic,None
243,trance,None
244,trance,None
245,trance,None
246,trance,None
247,trance,None
248,vocal trance,None
249,trance,None
250,trance,None
251,trance,None
252,ambient,None
253,trance,None
254,dance,None
255,trance,None
256,trance,None
257,techno,None
258,dance,None
259,electronic,None
260,trance,None
261,trance,None
262,trance,None
263,electronic,None
264,electronic,None
265,trance,None
266,trance,None
267,techno,None
268,trance,None
269,trance,None
270,trance,None
271,dance,None
272,trance,None
273,dance,None
274,trance,None
275,trance,None
276,trance,None
277,trance,None
278,trance,None
279,trance,None
280,schiller,None
281,trance,None
282,trance,None
283,dance,None
284,psytrance,None
285,trance,None
286,trance,None
287,trance,None
288,trance,None
289,dance,None
290,trance,None
291,trance,None
292,trance,None
293,trance,None
294,trance,None
295,trance,None
296,trance,None
297,trance,None
298,trance,None
299,psychedelic,None
300,trance,None
301,House,None
302,electronic,None
303,trance,None
304,trance,None
305,electronic,None
306,trance,None
307,dance,None
308,vocal trance,None
309,trance,None
310,trance,None
311,trance,None
312,dance,None
313,trance,None
314,trance,None
315,post-hardcore,None
316,trance,None
317,trance,None
318,trance,None
319,goa,None
320,trance,None
321,dance,None
322,chillout,None
323,chillout,None
324,trance,None
325,trance,None
326,dance,None
327,trance,None
328,trance,None
329,trance,None
330,trance,None
331,trance,None
332,trance,None
333,trance,None
334,psytrance,None
335,trance,None
336,trance,None
337,trance,None
338,trance,None
339,trance,None
340,trance,None
341,dance,None
342,trance,None
343,dance,None
344,trance,None
345,trance,None
346,trance,None
347,trance,None
348,trance,None
349,trance,None
350,trance,None
351,trance,None
352,trance,None
353,trance,None
354,trance,None
355,trance,None
356,trance,None
357,dance,None
358,trance,None
359,trance,None
360,dance,None
361,trance,None
362,trance,None
363,dance,None
364,trance,None
365,trance,None
366,trance,None
367,trance,None
368,trance,None
369,trance,None
370,House,None
371,trance,None
372,electronic,None
373,breakbeat,None
374,dance,None
375,trance,None
376,dance,None
377,trance,None
378,trance,None
379,dance,None
380,trance,None
381,dance,None
382,trance,None
383,trance,None
384,trance,None
385,electronic,None
386,psytrance,None
387,trance,None
388,trance,None
389,trance,None
390,techno,None
391,psytrance,None
392,trance,None
393,trance,None
394,trance,None
395,trance,None
396,psytrance,None
397,trance,None
398,trance,None
399,electronic,None
400,psychedelic,None
401,trance,None
402,goa,None
403,trance,None
404,trance,None
405,trance,None
406,trance,None
407,trance,None
408,trance,None
409,trance,None
410,trance,None
411,electronic,None
412,vocal trance,None
413,trance,None
414,trance,None
415,electronic,None
416,trance,None
417,trance,None
418,trance,None
419,trance,None
420,trance,None
421,trance,None
422,trance,None
423,trance,None
424,psytrance,None
425,trance,None
426,trance,None
427,trance,None
428,trance,None
429,trance,None
430,trance,None
431,trance,None
432,trance,None
433,trance,None
434,trance,None
435,trance,None
436,trance,None
437,trance,None
438,trance,None
439,vocal trance,None
440,trance,None
441,vocal trance,None
442,trance,None
443,trance,None
444,psytrance,None
445,chillout,None
446,dance,None
447,trance,None
448,vocal trance,None
449,trance,None
450,trance,None
451,trance,None
452,techno,None
453,psytrance,None
454,dance,None
455,trance,None
456,trance,None
457,trance,None
458,psytrance,None
459,trance,None
460,trance,None
461,trance,None
462,trance,None
463,psychedelic,None
464,trance,None
465,trance,None
466,trance,None
467,trance,None
468,trance,None
469,trance,None
470,electronic,None
471,trance,None
472,trance,None
473,trance,None
474,trance,None
475,trance,None
476,trance,None
477,trance,None
478,trance,None
479,vocal trance,None
480,trance,None
481,trance,None
482,trance,None
483,trance,None
484,electronic,None
485,trance,None
486,trance,None
487,breakbeat,None
488,trance,None
489,trance,None
490,psytrance,None
491,trance,None
492,trance,None
493,trance,None
494,trance,None
495,trance,None
496,trance,None
497,vocal trance,None
498,ambient,None
499,trance,None
500,Progressive House,None
501,trance,None
502,dance,None
503,trance,None
504,trance,None
505,trance,None
506,trance,None
507,trance,None
508,trance,None
509,trance,None
510,trance,None
511,trance,None
512,trance,None
513,techno,None
514,uplifting trance,None
515,psychedelic,None
516,trance,None
517,vocal trance,None
518,trance,None
519,trance,None
520,psytrance,None
521,trance,None
522,trance,None
523,trance,None
524,trance,None
525,trance,None
526,House,None
527,trance,None
528,psytrance,None
529,progressive trance,None
530,trance,None
531,trance,None
532,trance,None
533,trance,None
534,techno,None
535,trance,None
536,trance,None
537,trance,None
538,trance,None
539,trance,None
540,trance,None
541,trance,None
542,trance,None
543,trance,None
544,trance,None
545,trance,None
546,dance,None
547,trance,None
548,trance,None
549,House,None
550,trance,None
551,dance,None
552,trance,None
553,trance,None
554,trance,None
555,trance,None
556,trance,None
557,trance,None
558,trance,None
559,trance,None
560,trance,None
561,trance,None
562,trance,None
563,trance,None
564,trance,None
565,trance,None
566,trance,None
567,trance,None
568,Progressive House,None
569,trance,None
570,trance,None
571,dance,None
572,dance,None
573,trance,None
574,trance,None
575,trance,None
576,psytrance,None
577,trance,None
578,ambient,None
579,trance,None
580,trance,None
581,trance,None
582,trance,None
583,trance,None
584,psytrance,None
585,vocal trance,None
586,trance,None
587,trance,None
588,trance,None
589,trance,None
590,dance,None
591,trance,None
592,trance,None
593,trance,None
594,electronic,None
595,trance,None
596,dance,None
597,trance,None
598,trance,None
599,trance,None
600,trance,None
601,trance,None
602,trance,None
603,vocal trance,None
604,trance,None
605,psytrance,None
606,trance,None
607,trance,None
608,trance,None
609,trance,None
610,trance,None
611,trance,None
612,trance,None
613,trance,None
614,trance,None
615,chillout,None
616,dance,None
617,Soundtrack,None
618,trance,None
619,trance,None
620,psytrance,None
621,electronic,None
622,trance,None
623,trance,None
624,trance,None
625,dance,None
626,trance,None
627,trance,None
628,trance,None
629,House,None
630,trance,None
631,trance,None
632,trance,None
633,trance,None
634,trance,None
635,trance,None
636,dance,None
637,trance,None
638,trance,None
639,trance,None
640,trance,None
641,trance,None
642,trance,None
643,trance,None
644,dance,None
645,psychedelic,None
646,trance,None
647,electronic,None
648,electronic,None
649,trance,None
650,trance,None
651,trance,None
652,trance,None
653,trance,None
654,trance,None
655,trance,None
656,trance,None
657,trance,None
658,trance,None
659,trance,None
660,dance,None
661,trance,None
662,trance,None
663,trance,None
664,trance,None
665,trance,None
666,trance,None
667,trance,None
668,electronic,None
669,trance,None
670,trance,None
671,trance,None
672,trance,None
673,trance,None
674,trance,None
675,trance,None
676,trance,None
677,trance,None
678,trance,None
679,trance,None
680,vocal trance,None
681,trance,None
682,trance,None
683,trance,None
684,trance,None
685,industrial,None
686,trance,None
687,dance,None
688,trance,None
689,trance,None
690,trance,None
691,progressive trance,None
692,trance,None
693,trance,None
694,trance,None
695,trance,None
696,trance,None
697,trance,None
698,trance,None
699,trance,None
700,trance,None
701,trance,None
702,psytrance,None
703,trance,None
704,trance,None
705,trance,None
706,trance,None
707,psychedelic,None
708,trance,None
709,dance,None
710,trance,None
711,trance,None
712,trance,None
713,trance,None
714,trance,None
715,electronic,None
716,trance,None
717,House,None
718,trance,None
719,trance,None
720,trance,None
721,trance,None
722,trance,None
723,trance,None
724,electronic,None
725,trance,None
726,trance,None
727,trance,None
728,electronic,None
729,ambient,None
730,trance,None
731,trance,None
732,techno,None
733,trance,None
734,trance,None
735,psychedelic trance,None
736,trance,None
737,trance,None
738,dance,None
739,dance,None
740,trance,None
741,chillout,None
742,trance,None
743,dance,None
744,House,None
745,dance,None
746,trance,None
747,trance,None
748,dance,None
749,trance,None
750,electronic,None
751,trance,None
752,trance,None
753,trance,None
754,electronic,None
755,psytrance,None
756,trance,None
757,trance,None
758,trance,None
759,electronic,None
760,trance,None
761,trance,None
762,trance,None
763,trance,None
764,House,None
765,trance,None
766,vocal trance,None
767,trance,None
768,trance,None
769,trance,None
770,trance,None
771,trance,None
772,trance,None
773,trance,None
774,melodic trance,None
775,trance,None
776,trance,None
777,vocal trance,None
778,trance,None
779,chillout,None
780,trance,None
781,dance,None
782,dance,None
783,trance,None
784,trance,None
785,trance,None
786,trance,None
787,trance,None
788,trance,None
789,trance,None
790,electronic,None
791,vocal trance,None
792,vocal trance,None
793,trance,None
794,trance,None
795,dance,None
796,techno,None
797,breakbeat,None
798,trance,None
799,psytrance,None
800,touhou,None
801,psytrance,None
802,trance,None
803,electronic,None
804,vocal trance,None
805,trance,None
806,trance,None
807,trance,None
808,trance,None
809,dance,None
810,trance,None
811,psytrance,None
812,trance,None
813,trance,None
814,trance,None
815,trance,None
816,progressive trance,None
817,trance,None
818,trance,None
819,techno,None
820,dance,None
821,trance,None
822,trance,None
823,trance,None
824,vocal trance,None
825,trance,None
826,trance,None
827,trance,None
828,trance,None
829,trance,None
830,electronic,None
831,trance,None
832,trance,None
833,trance,None
834,dance,None
835,techno,None
836,trance,None
837,House,None
838,electronic,None
839,goa,None
840,trance,None
841,psychedelic,None
842,trance,None
843,trance,None
844,trance,None
845,trance,None
846,trance,None
847,trance,None
848,trance,None
849,trance,None
850,trance,None
851,trance,None
852,trance,None
853,trance,None
854,trance,None
855,dance,None
856,trance,None
857,trance,None
858,trance,None
859,dance,None
860,psytrance,None
861,trance,None
862,trance,None
863,dance,None
864,dance,None
865,trance,None
866,electronic,None
867,trance,None
868,dance,None
869,trance,None
870,trance,None
871,trance,None
872,electronic,None
873,trance,None
874,trance,None
875,dance,None
876,trance,None
877,trance,None
878,trance,None
879,trance,None
880,trance,None
881,trance,None
882,chillout,None
883,trance,None
884,trance,None
885,psytrance,None
886,trance,None
887,trance,None
888,trance,None
889,dance,None
890,trance,None
891,trance,None
892,psytrance,None
893,trance,None
894,trance,None
895,trance,None
896,chillout,None
897,trance,None
898,trance,None
899,trance,None
900,trance,None
901,progressive trance,None
902,trance,None
903,vocal trance,None
904,trance,None
905,trance,None
906,House,None
907,trance,None
908,trance,None
909,trance,None
910,trance,None
911,trance,None
912,trance,None
913,electronic,None
914,trance,None
915,trance,None
916,electronic,None
917,trance,None
918,dance,None
919,trance,None
920,trance,None
921,trance,None
922,techno,None
923,trance,None
924,trance,None
925,trance,None
926,trance,None
927,trance,None
928,trance,None
929,trance,None
930,trance,None
931,techno,None
932,House,None
933,trance,None
934,trance,None
935,trance,None
936,trance,None
937,trance,None
938,trance,None
939,psytrance,None
940,trance,None
941,electronic,None
942,trance,None
943,trance,None
944,trance,None
945,trance,None
946,trance,None
947,trance,None
948,trance,None
949,trance,None
950,trance,None
951,trance,None
952,trance,None
953,trance,None
954,trance,None
955,vocal trance,None
956,trance,None
957,psytrance,None
958,trance,None
959,trance,None
960,trance,None
961,trance,None
962,trance,None
963,trance,None
964,trance,None
965,trance,None
966,trance,None
967,dance,None
968,trance,None
969,trance,None
970,vocal trance,None
971,dance,None
972,Progressive House,None
973,trance,None
974,trance,None
975,trance,None
976,electronic,None
977,trance,None
978,trance,None
979,trance,None
980,chillout,None
981,trance,None
982,trance,None
983,Progressive House,None
984,trance,None
985,trance,None
986,electronic,None
987,trance,None
988,trance,None
989,trance,None
990,electronic,None
991,techno,None
992,dance,None
993,trance,None
994,trance,None
995,trance,None
996,trance,None
997,trance,None
998,trance,None
999,trance,None
1000,trance,None
1001,psychedelic,None
1002,trance,None
1003,trance,None
1004,trance,None
1005,trance,None
1006,trance,None
1007,trance,None
1008,trance,None
1009,trance,None
1010,psytrance,None
1011,trance,None
1012,trance,None
1013,dance,None
1014,House,None
1015,trance,None
1016,trance,None
1017,electronic,None
1018,trance,None
1019,trance,None
1020,trance,None
1021,trance,None
1022,trance,None
1023,dance,None
1024,trance,None
1025,trance,None
1026,trance,None
1027,trance,None
1028,trance,None
1029,trance,None
1030,trance,None
1031,trance,None
1032,trance,None
1033,trance,None
1034,trance,None
1035,trance,None
1036,electronic,None
1037,vocal trance,None
1038,electronic,None
1039,trance,None
1040,techno,None
1041,trance,None
1042,trance,None
1043,trance,None
1044,trance,None
1045,trance,None
1046,dance,None
1047,trance,None
1048,trance,None
1049,trance,None
1050,electronic,None
1051,House,None
1052,trance,None
1053,trance,None
1054,trance,None
1055,trance,None
1056,trance,None
1057,chillout,None
1058,trance,None
1059,trance,None
1060,electronic,None
1061,vocal trance,None
1062,trance,None
1063,trance,None
1064,trance,None
1065,trance,None
1066,trance,None
1067,trance,None
1068,trance,None
1069,trance,None
1070,trance,None
1071,trance,None
1072,electronic,None
1073,trance,None
1074,trance,None
1075,trance,None
1076,happy hardcore,None
1077,trance,None
1078,trance,None
1079,vocal trance,None
1080,psytrance,None
1081,trance,None
1082,trance,None
1083,trance,None
1084,trance,None
1085,trance,None
1086,psytrance,None
1087,trance,None
1088,trance,None
1089,electronic,None
1090,dance,None
1091,trance,None
1092,trance,None
1093,trance,None
1094,trance,None
1095,trance,None
1096,vocal trance,None
1097,psytrance,None
1098,trance,None
1099,vocal trance,None
1100,trance,None
1101,trance,None
1102,dance,None
1103,trance,None
1104,chillout,None
1105,trance,None
1106,trance,None
1107,trance,None
1108,trance,None
1109,trance,None
1110,trance,None
1111,dance,None
1112,chillout,None
1113,trance,None
1114,trance,None
1115,dance,None
1116,trance,None
1117,techno,None
1118,trance,None
1119,trance,None
1120,trance,None
1121,electronic,None
1122,trance,None
1123,trance,None
1124,trance,None
1125,trance,None
1126,trance,None
1127,trance,None
1128,electronic,None
1129,trance,None
1130,trance,None
1131,vocal trance,None
1132,trance,None
1133,trance,None
1134,trance,None
1135,trance,None
1136,trance,None
1137,trance,None
1138,trance,None
1139,trance,None
1140,trance,None
1141,dance,None
1142,trance,None
1143,electronic,None
1144,chillout,None
1145,trance,None
1146,trance,None
1147,trance,None
1148,trance,None
1149,dance,None
1150,trance,None
1151,vocal trance,None
1152,trance,None
1153,trance,None
1154,trance,None
1155,trance,None
1156,trance,None
1157,trance,None
1158,House,None
1159,vocal trance,None
1160,trance,None
1161,trance,None
1162,trance,None
1163,dance,None
1164,trance,None
1165,trance,None
1166,trance,None
1167,trance,None
1168,trance,None
1169,trance,None
1170,dance,None
1171,trance,None
1172,trance,None
1173,trance,None
1174,trance,None
1175,trance,None
1176,trance,None
1177,trance,None
1178,trance,None
1179,trance,None
1180,techno,None
1181,electronic,None
1182,trance,None
1183,trance,None
1184,trance,None
1185,trance,None
1186,electronic,None
1187,trance,None
1188,trance,None
1189,trance,None
1190,trance,None
1191,psytrance,None
1192,trance,None
1193,psytrance,None
1194,House,None
1195,trance,None
1196,trance,None
1197,trance,None
1198,trance,None
1199,breakbeat,None
1200,progressive trance,None
1201,trance,None
1202,trance,None
1203,trance,None
1204,trance,None
1205,House,None
1206,trance,None
1207,trance,None
1208,trance,None
1209,electronic,None
1210,trance,None
1211,trance,None
1212,trance,None
1213,trance,None
1214,electronic,None
1215,trance,None
1216,trance,None
1217,trance,None
1218,trance,None
1219,trance,None
1220,dance,None
1221,trance,None
1222,progressive trance,None
1223,trance,None
1224,electronic,None
1225,trance,None
1226,electronic,None
1227,electronic,None
1228,trance,None
1229,trance,None
1230,vocal trance,None
1231,dance,None
1232,trance,None
1233,trance,None
1234,trance,None
1235,trance,None
1236,trance,None
1237,dance,None
1238,trance,None
1239,trance,None
1240,trance,None
1241,trance,None
1242,trance,None
1243,trance,None
1244,trance,None
1245,progressive trance,None
1246,trance,None
1247,trance,None
1248,trance,None
1249,trance,None
1250,dance,None
1251,electronic,None
1252,vocal trance,None
1253,psytrance,None
1254,trance,None
1255,psytrance,None
1256,trance,None
1257,trance,None
1258,electronic,None
1259,trance,None
1260,trance,None
1261,trance,None
1262,trance,None
1263,dance,None
1264,trance,None
1265,dance,None
1266,psytrance,None
1267,trance,None
1268,trance,None
1269,trance,None
1270,trance,None
1271,trance,None
1272,electronic,None
1273,trance,None
1274,trance,None
1275,electronic,None
1276,trance,None
1277,techno,None
1278,dance,None
1279,trance,None
1280,psytrance,None
1281,ambient,None
1282,dance,None
1283,trance,None
1284,trance,None
1285,trance,None
1286,trance,None
1287,trance,None
1288,Progressive House,None
1289,trance,None
1290,trance,None
1291,trance,None
1292,dance,None
1293,electronic,None
1294,trance,None
1295,trance,None
1296,trance,None
1297,trance,None
1298,trance,None
1299,trance,None
1300,trance,None
1301,trance,None
1302,trance,None
1303,trance,None
1304,trance,None
1305,dance,None
1306,trance,None
1307,trance,None
1308,trance,None
1309,trance,None
1310,trance,None
1311,trance,None
1312,trance,None
1313,trance,None
1314,trance,None
1315,trance,None
1316,trance,None
1317,noize mc,None
1318,death metal,None
1319,fistKranKping,None
1320,Drum and bass,None
1321,Drum and bass,None
1322,industrial,None
1323,Hip-Hop,None
1324,industrial,None
1325,Hip-Hop,None
1326,neurofunhiphop,None
1327,industrial,None
1328,metal,None
1329,thrash metal,None
1330,Drum and bass,None
1331,dark electro,None
1332,post-hardcore,None
1333,thrash metal,None
1334,epic,None
1335,dark electro,None
1336,post-hardcore,None
1337,thrash metal,None
1338,heavy metal,None
1339,Megadeth,None
1340,electronic,None
1341,thrash metal,None
1342,Drum and bass,None
1343,futurepop,None
1344,thrash metal,None
1345,ebm,None
1346,hardstyle,None
1347,thrash metal,None
1348,Aggrotech,None
1349,jungle,None
1350,metalcore,None
1351,thrash metal,None
1352,heavy metal,None
1353,Drum and bass,None
1354,thrash metal,None
1355,dark electro,None
1356,industrial,None
1357,Drum and bass,None
1358,post-hardcore,None
1359,thrash metal,None
1360,ebm,None
1361,Drum and bass,None
1362,industrial,None
1363,dark electro,None
1364,Drum and bass,None
1365,electronic,None
1366,Drum and bass,None
1367,metalcore,None
1368,metal,None
1369,industrial metal,None
1370,Drum and bass,None
1371,heavy metal,None
1372,thrash metal,None
1373,dubstep,None
1374,thrash metal,None
1375,thrash metal,None
1376,thrash metal,None
1377,futurepop,None
1378,thrash metal,None
1379,rap,None
1380,dubstep,None
1381,deathcore,None
1382,thrash metal,None
1383,metalcore,None
1384,metal,None
1385,crossover,None
1386,Drum n Bass,None
1387,Hip-Hop,None
1388,thrash metal,None
1389,industrial,None
1390,dubstep,None
1391,Drum and bass,None
1392,emo,None
1393,Drum and bass,None
1394,thrash metal,None
1395,dance,None
1396,punk rock,None
1397,metal,None
1398,metal,None
1399,thrash metal,None
1400,death metal,None
1401,metal,None
1402,neurofunk,None
1403,post-hardcore,None
1404,deadmau5,None
1405,thrash metal,None
1406,ebm,None
1407,punk rock,None
1408,Drum and bass,None
1409,House,None
1410,trance,None
1411,post-hardcore,None
1412,electronic,None
1413,electronic,None
1414,Hip-Hop,None
1415,thrash metal,None
1416,industrial,None
1417,emo,None
1418,dark electro,None
1419,neurofunk,None
1420,thrash metal,None
1421,post-hardcore,None
1422,atmospheric drum and bass,None
1423,metalcore,None
1424,metalcore,None
1425,electronic,None
1426,Drum and bass,None
1427,metal,None
1428,thrash metal,None
1429,dance,None
1430,trance,None
1431,Drum and bass,None
1432,dubstep,None
1433,metalcore,None
1434,metalcore,None
1435,Drum and bass,None
1436,thrash metal,None
1437,Pennsylvania,None
1438,heavy metal,None
1439,thrash metal,None
1440,House,None
1441,thrash metal,None
1442,industrial,None
1443,Drum and bass,None
1444,Progressive House,None
1445,thrash metal,None
1446,metal,None
1447,Drum and bass,None
1448,thrash metal,None
1449,industrial,None
1450,industrial,None
1451,Drum and bass,None
1452,ebm,None
1453,thrash metal,None
1454,metal,None
1455,industrial,None
1456,Drum n Bass,None
1457,thrash metal,None
1458,electronic,None
1459,industrial,None
1460,electronic,None
1461,neurofunk,None
1462,Drum and bass,None
1463,thrash metal,None
1464,banned,None
1465,thrash metal,None
1466,heavy metal,None
1467,emo,None
1468,Drum and bass,None
1469,chillout,None
1470,metal,None
1471,thrash metal,None
1472,dubstep,None
1473,post-hardcore,None
1474,electronic,None
1475,metal,None
1476,trance,None
1477,thrash metal,None
1478,thrash metal,None
1479,heavy metal,None
1480,neurofunk,None
1481,electronic,None
1482,dark electro,None
1483,thrash metal,None
1484,Drum and bass,None
1485,post-hardcore,None
1486,electronic,None
1487,metalcore,None
1488,Drum and bass,None
1489,Drum and bass,None
1490,reggae,None
1491,post-hardcore,None
1492,thrash metal,None
1493,thrash metal,None
1494,dark electro,None
1495,emo,None
1496,thrash metal,None
1497,ebm,None
1498,Drum and bass,None
1499,rap,None
1500,Drum and bass,None
1501,industrial,None
1502,metalcore,None
1503,industrial,None
1504,thrash metal,None
1505,industrial,None
1506,thrash metal,None
1507,Drum and bass,None
1508,thrash metal,None
1509,trap,None
1510,thrash metal,None
1511,trance,None
1512,metalcore,None
1513,thrash metal,None
1514,industrial,None
1515,industrial,None
1516,post-hardcore,None
1517,Drum and bass,None
1518,industrial,None
1519,thrash metal,None
1520,Drum and bass,None
1521,vocal trance,None
1522,metalcore,None
1523,thrash metal,None
1524,Drum and bass,None
1525,industrial,None
1526,rock,None
1527,Drum and bass,None
1528,Drum and bass,None
1529,thrash metal,None
1530,Hip-Hop,None
1531,thrash metal,None
1532,metalcore,None
1533,thrash metal,None
1534,ebm,None
1535,rap,None
1536,Drum and bass,None
1537,futurepop,None
1538,futurepop,None
1539,Drum and bass,None
1540,Drum and bass,None
1541,rock,None
1542,Drum and bass,None
1543,metal,None
1544,thrash metal,None
1545,reggae,None
1546,Drum and bass,None
1547,metalcore,None
1548,industrial metal,None
1549,Drum and bass,None
1550,Drum and bass,None
1551,Drum and bass,None
1552,Drum and bass,None
1553,industrial,None
1554,dark electro,None
1555,metal,None
1556,Drum and bass,None
1557,Aggrotech,None
1558,thrash metal,None
1559,electronic,None
1560,thrash metal,None
1561,trance,None
1562,House,None
1563,metal,None
1564,Drum and bass,None
1565,Hip-Hop,None
1566,Hip-Hop,None
1567,deathcore,None
1568,Drum and bass,None
1569,industrial rock,None
1570,neurofunk,None
1571,thrash metal,None
1572,industrial,None
1573,dark electro,None
1574,industrial,None
1575,trance,None
1576,thrash metal,None
1577,trance,None
1578,Hip-Hop,None
1579,industrial,None
1580,thrash metal,None
1581,Drum and bass,None
1582,metalcore,None
1583,thrash metal,None
1584,thrash metal,None
1585,electronic,None
1586,dubstep,None
1587,thrash metal,None
1588,Drum and bass,None
1589,neurofunk,None
1590,electronic,None
1591,metalcore,None
1592,liquid funk,None
1593,loooove,None
1594,electronic,None
1595,industrial,None
1596,rock,None
1597,thrash metal,None
1598,thrash metal,None
1599,dubstep,None
1600,thrash metal,None
1601,german,None
1602,metalcore,None
1603,industrial,None
1604,thrash metal,None
1605,metalcore,None
1606,industrial,None
1607,heavy metal,None
1608,crossover,None
1609,dark electro,None
1610,metal,None
1611,liquid funk,None
1612,thrash metal,None
1613,Drum and bass,None
1614,emo,None
1615,Drum and bass,None
1616,industrial,None
1617,atmospheric drum and bass,None
1618,thrash metal,None
1619,Drum n Bass,None
1620,thrash metal,None
1621,ebm,None
1622,ebm,None
1623,Drum and bass,None
1624,thrash metal,None
1625,thrash metal,None
1626,Drum and bass,None
1627,thrash metal,None
1628,electronic,None
1629,Drum and bass,None
1630,electronic,None
1631,Drum and bass,None
1632,metalcore,None
1633,ebm,None
1634,scatter funk,None
1635,industrial,None
1636,metal,None
1637,industrial,None
1638,trance,None
1639,thrash metal,None
1640,death metal,None
1641,post-hardcore,None
1642,Drum and bass,None
1643,Hip-Hop,None
1644,thrash metal,None
1645,futurepop,None
1646,indie,None
1647,rock,None
1648,trance,None
1649,thrash metal,None
1650,thrash metal,None
1651,dark electro,None
1652,rap,None
1653,thrash metal,None
1654,dubstep,None
1655,liquid funk,None
1656,rock,None
1657,Drum and bass,None
1658,metalcore,None
1659,Hip-Hop,None
1660,Drum and bass,None
1661,Drum and bass,None
1662,industrial,None
1663,industrial metal,None
1664,Drum and bass,None
1665,dance,None
1666,rock,None
1667,rock,None
1668,rock,None
1669,dance,None
1670,industrial,None
1671,industrial,None
1672,electronic,None
1673,dark electro,None
