,genre_sequence,unique_genres
236,electronic,None
237,deathcore,None
238,grindcore,None
239,grindcore,None
240,metalcore,None
241,hardcore,None
242,metalcore,None
243,hardcore,None
244,hardcore,None
245,hardcore,None
246,hardcore,None
247,hardcore,None
248,hardcore,None
249,hardcore,None
250,hardcore,None
251,hardcore,None
252,hardcore,None
253,hardcore,None
254,hardcore,None
255,hardcore,None
256,hardcore,None
257,hardcore,None
258,hardcore,None
259,hardcore,None
260,hardcore,None
261,hardcore,None
262,Hip-Hop,None
263,Hip-Hop,None
264,metalcore,None
265,metalcore,None
266,mathcore,None
267,screamo,None
268,mathcore,None
269,experimental,None
270,grindcore,None
271,grindcore,None
272,grindcore,None
273,grindcore,None
274,grindcore,None
275,grindcore,None
276,grindcore,None
277,grindcore,None
278,deathcore,None
279,deathcore,None
280,experimental,None
281,deathcore,None
282,grindcore,None
283,metalcore,None
284,dissonant,None
285,grindcore,None
286,hardcore,None
287,electronic,None
288,grindcore,None
289,mathcore,None
290,deathcore,None
291,deathcore,None
292,grindcore,None
293,deathcore,None
294,grindcore,None
295,grindcore,None
296,grindcore,None
297,grindcore,None
298,grindcore,None
299,grindcore,None
300,grindcore,None
301,deathcore,None
302,deathcore,None
303,experimental,None
304,deathcore,None
305,grindcore,None
306,metalcore,None
307,Lo-Fi,None
308,Lo-Fi,None
309,indie,None
310,horror punk,None
311,horror punk,None
312,indie,None
313,alternative,None
314,alternative,None
315,Progressive rock,None
316,metalcore,None
317,grindcore,None
318,grindcore,None
319,grindcore,None
320,grindcore,None
321,grindcore,None
322,grindcore,None
323,deathcore,None
324,deathcore,None
325,experimental,None
326,deathcore,None
327,grindcore,None
328,metalcore,None
329,metalcore,None
330,dissonant,None
331,grindcore,None
332,hardcore,None
333,indie,None
334,funk,None
335,Hip-Hop,None
336,electronic,None
337,hardcore,None
338,metalcore,None
339,mathcore,None
340,hardcore,None
341,mathcore,None
342,electronic,None
343,electronic,None
344,electronic,None
345,electronic,None
346,fip,None
347,Hip-Hop,None
348,Hip-Hop,None
349,indie,None
350,funk,None
351,Hip-Hop,None
352,electronic,None
353,electronic,None
354,electronic,None
355,electronic,None
356,deathcore,None
357,grindcore,None
358,grindcore,None
359,hardcore,None
360,hardcore,None
361,funk,None
362,rnb,None
363,rnb,None
364,punk rock,None
365,electronic,None
366,indie,None
367,Progressive rock,None
368,Progressive rock,None
369,alternative,None
370,indie,None
371,electronic,None
372,indie,None
373,electronic,None
374,electronic,None
375,electronic,None
376,electronic,None
377,electronic,None
378,electronic,None
379,electronic,None
380,pop,None
381,american,None
382,Psychedelia,None
383,indie,None
384,electronic,None
385,indie,None
386,electronic,None
387,electronic,None
388,electronic,None
389,electronic,None
390,electronic,None
391,electronic,None
392,electronic,None
393,screamo,None
394,metalcore,None
395,metalcore,None
396,metalcore,None
397,indie,None
398,indie,None
399,rnb,None
400,rnb,None
401,electronic,None
402,chillwave,None
403,chillwave,None
404,indie,None
405,chillwave,None
406,chillwave,None
407,funk,None
408,chillwave,None
409,chillwave,None
410,chillwave,None
411,chillwave,None
412,chillwave,None
413,chillwave,None
414,summer,None
415,chillwave,None
416,chillwave,None
417,chillwave,None
418,chillwave,None
419,chillwave,None
420,chillwave,None
421,chillwave,None
422,chillwave,None
423,chillwave,None
424,summer,None
425,chillwave,None
426,chillwave,None
427,chillwave,None
428,chillwave,None
429,chillwave,None
430,summer,None
431,chillwave,None
432,chillwave,None
433,chillwave,None
434,chillwave,None
435,chill,None
436,House,None
437,2010s,None
438,pretty damn good,None
439,deep house,None
440,electronic,None
441,electronic,None
442,electronic,None
443,electronic,None
444,indie,None
445,chill,None
446,indie,None
447,electronic,None
448,electronic,None
449,electronic,None
450,electronic,None
451,electronic,None
452,electronic,None
453,electronic,None
454,electronic,None
455,metal,None
456,metal,None
457,heavy metal,None
458,electronic,None
459,electronic,None
460,Progressive rock,None
461,alternative,None
462,electronic,None
463,electronic,None
464,electronic,None
465,electronic,None
466,electronic,None
467,electronic,None
468,electronic,None
469,electronic,None
470,electronic,None
471,electronic,None
472,alternative,None
473,Lo-Fi,None
474,Lo-Fi,None
475,indie,None
476,indie,None
477,Lo-Fi,None
478,Lo-Fi,None
479,indie,None
480,indie,None
481,indie,None
482,indie,None
483,emo,None
484,emo,None
485,personal favourites,None
486,indie,None
487,synthpop,None
488,emo,None
489,indie,None
490,indie,None
491,indie,None
492,electronic,None
493,electronic,None
494,electronic,None
495,electronic,None
496,indie,None
497,indie,None
498,indie,None
499,indie,None
500,alternative,None
501,chill,None
502,chill,None
503,indie,None
504,indie,None
505,indie,None
506,indie,None
507,indie,None
508,indie,None
509,Lo-Fi,None
510,Lo-Fi,None
511,pop,None
512,indie,None
513,indie,None
514,Lo-Fi,None
515,emo,None
516,emo,None
517,emo,None
518,emo,None
519,emo,None
520,emo,None
521,indie,None
522,indie,None
523,indie,None
524,new wave,None
525,pop,None
526,fip,None
527,alternative,None
528,alternative,None
529,alternative,None
530,alternative,None
531,alternative,None
532,alternative,None
533,alternative,None
534,alternative,None
535,alternative,None
536,alternative,None
537,alternative,None
538,alternative,None
539,instrumental,None
540,90s,None
541,90s,None
542,90s,None
543,90s,None
544,90s,None
545,Progressive rock,None
546,Progressive rock,None
547,Progressive rock,None
548,Progressive rock,None
549,Progressive rock,None
550,Hip-Hop,None
551,Hip-Hop,None
552,rap,None
553,rap,None
554,electronic,None
555,electronic,None
556,electronic,None
557,electronic,None
558,electronic,None
559,electronic,None
560,electronic,None
561,new wave,None
562,new wave,None
563,pop,None
564,pop,None
565,alternative,None
566,instrumental,None
567,indie,None
568,indie,None
569,indie,None
570,indie,None
571,indie,None
572,chill,None
573,Nu Metal,None
574,Nu Metal,None
575,Nu Metal,None
576,alternative,None
577,Hip-Hop,None
578,Hip-Hop,None
579,Hip-Hop,None
580,party,None
581,Hip-Hop,None
582,90s,None
583,90s,None
584,90s,None
585,90s,None
586,90s,None
587,90s,None
588,90s,None
589,alternative,None
590,alternative,None
591,alternative,None
592,alternative,None
593,alternative,None
594,alternative,None
595,alternative,None
596,alternative,None
597,alternative,None
598,haunting,None
599,Lo-Fi,None
600,indie,None
601,orange,None
602,orange,None
603,electronic,None
604,electronic,None
605,electronic,None
606,indie pop,None
607,indie,None
608,listen to yr body,None
609,indie,None
610,Progressive rock,None
611,Progressive rock,None
612,me too,None
613,alternative,None
614,lo-fi as hell,None
615,noise,None
616,new wave,None
617,indie,None
618,indie,None
619,indie,None
620,indie,None
621,chill,None
622,synthpop,None
623,synthpop,None
624,listen to yr body,None
625,Lo-Fi,None
626,electronic,None
627,synthpop,None
628,mamo gdzie moje leki,None
629,indie,None
630,alternative,None
631,alternative,None
632,alternative,None
633,alternative,None
634,indie,None
635,chamber pop,None
636,electronic,None
637,alternative,None
638,electronic,None
639,fip,None
640,electronic,None
641,alternative,None
642,alternative,None
643,alternative,None
644,alternative,None
645,alternative,None
646,alternative,None
647,alternative,None
648,alternative,None
649,alternative,None
650,alternative,None
651,alternative,None
652,alternative,None
653,Progressive rock,None
654,indie,None
655,indie,None
656,indie,None
657,indie,None
658,indie,None
659,indie,None
660,indie,None
661,indie,None
662,new wave,None
663,indie,None
664,indie,None
665,alternative,None
666,music,None
667,chill,None
668,indie,None
669,new wave,None
670,Progressive rock,None
671,Progressive rock,None
672,Progressive rock,None
673,Progressive rock,None
674,metalcore,None
675,hardcore,None
676,metalcore,None
677,metalcore,None
678,anna of the north,None
679,rap,None
680,played,None
681,rnb,None
682,fip,None
683,2017 single,None
684,Lo-Fi,None
685,indie,None
686,indie,None
687,indie,None
688,Hip-Hop,None
689,alternative,None
690,alternative,None
691,alternative,None
692,alternative,None
693,alternative,None
694,alternative,None
695,alternative,None
696,alternative,None
697,alternative,None
698,alternative,None
699,alternative,None
700,alternative,None
701,alternative,None
702,alternative,None
703,alternative,None
704,alternative,None
705,alternative,None
706,alternative,None
707,alternative,None
708,alternative,None
709,alternative,None
710,alternative,None
711,alternative,None
712,alternative,None
713,alternative,None
714,alternative,None
715,alternative,None
716,alternative,None
717,alternative,None
718,alternative,None
719,alternative,None
720,indie,None
721,indie,None
722,electronic,None
723,emo,None
724,indie,None
725,Lo-Fi,None
726,Lo-Fi,None
727,indie,None
728,emo,None
729,Wiz Khalifa,None
730,Wiz Khalifa,None
731,Wiz Khalifa,None
732,Wiz Khalifa,None
733,emo,None
734,instrumental,None
735,alternative,None
736,emo,None
737,emo,None
738,emo,None
739,alternative,None
740,alternative,None
741,emo,None
742,alternative,None
743,electronic,None
744,electronic,None
745,electronic,None
746,electronic,None
747,electronic,None
748,electronic,None
749,electronic,None
750,electronic,None
751,electronic,None
752,electronic,None
753,electronic,None
754,electronic,None
755,electronic,None
756,electronic,None
757,electronic,None
758,electronic,None
759,electronic,None
760,electronic,None
761,electronic,None
762,electronic,None
763,orange,None
764,electronic,None
765,electronic,None
766,electronic,None
767,electronic,None
768,electronic,None
769,electronic,None
770,electronic,None
771,electronic,None
772,electronic,None
773,electronic,None
774,electronic,None
775,electronic,None
776,electronic,None
777,indie,None
778,indie,None
779,indie,None
780,indie,None
781,indie,None
782,relax,None
783,Lo-Fi,None
784,Lo-Fi,None
785,motherfuckin rabbits ejaculating sunshine,None
786,Hip-Hop,None
787,hip hop,None
788,Hip-Hop,None
789,Hip-Hop,None
790,fip,None
791,heavy metal,None
792,metal,None
793,Hip-Hop,None
794,Hip-Hop,None
795,Lo-Fi,None
796,Lo-Fi,None
797,instrumental,None
798,indie,None
799,indie,None
800,Hip-Hop,None
801,Hip-Hop,None
802,Hip-Hop,None
803,Hip-Hop,None
804,Hip-Hop,None
805,indie,None
806,indie,None
807,alternative,None
808,motherfuckin rabbits ejaculating sunshine,None
809,motherfuckin rabbits ejaculating sunshine,None
810,Lo-Fi,None
811,indie,None
812,indie,None
813,Wiz Khalifa,None
814,Wiz Khalifa,None
815,Wiz Khalifa,None
816,Wiz Khalifa,None
817,Wiz Khalifa,None
818,instrumental,None
819,instrumental,None
820,indie,None
821,indie,None
822,indie,None
823,Lo-Fi,None
824,Lo-Fi,None
825,indie,None
826,indie,None
827,indie,None
828,indie,None
829,indie,None
830,indie,None
831,indie,None
832,indie,None
833,indie,None
834,indie,None
835,indie,None
836,indie,None
837,indie,None
838,indie,None
839,indie,None
840,indie,None
841,indie,None
842,indie,None
843,indie,None
844,chillwave,None
845,experimental,None
846,electronic,None
847,Lo-Fi,None
848,Love,None
849,Lo-Fi,None
850,Lo-Fi,None
851,indie,None
852,Lo-Fi,None
853,ost,None
854,boys name,None
855,Hip-Hop,None
856,pop,None
857,new wave,None
858,lo-fi as hell,None
859,Lo-Fi,None
860,Lo-Fi,None
861,rnb,None
862,indie,None
863,Hip-Hop,None
864,Wiz Khalifa,None
865,Wiz Khalifa,None
866,Wiz Khalifa,None
867,Wiz Khalifa,None
868,Lo-Fi,None
869,indie,None
870,Lo-Fi,None
871,alternative,None
872,alternative,None
873,alternative,None
874,indie,None
875,indie,None
876,indie,None
877,Lo-Fi,None
878,Lo-Fi,None
879,new wave,None
880,pop,None
881,new wave,None
882,pop,None
883,pop,None
884,new wave,None
885,lo-fi as hell,None
886,experimental,None
887,new wave,None
888,new wave,None
889,lo-fi as hell,None
890,experimental,None
891,alternative,None
892,alternative,None
893,alternative,None
894,alternative,None
895,punk,None
896,punk,None
897,punk,None
898,shoegaze,None
899,indie,None
900,indie,None
901,indie,None
902,shoegaze,None
903,hardcore,None
904,indie,None
905,indie,None
906,indie,None
907,indie,None
908,indie,None
909,indie,None
910,indie,None
911,indie,None
912,noisecore,None
913,experimental,None
914,hardcore,None
915,hardcore,None
916,indie,None
917,indie,None
918,indie,None
919,experimental,None
920,experimental,None
921,electronic,None
922,indie,None
923,electronic,None
924,indie,None
925,electronic,None
926,electronic,None
927,electronic,None
928,downtempo,None
929,lovedbybeyondwithin,None
930,ost,None
931,boys name,None
932,electronic,None
933,electronic,None
934,electronic,None
935,Lo-Fi,None
936,chill,None
937,Love,None
938,indie,None
939,indie,None
940,indie,None
941,indie,None
942,indie,None
943,indie,None
944,indie,None
945,indie,None
946,indie,None
947,indie,None
948,indie,None
949,indie,None
950,indie,None
951,indie,None
952,indie,None
953,indie,None
954,indie,None
955,indie,None
956,indie,None
957,indie,None
958,Roctronik,None
959,shoegaze,None
960,motherfuckin rabbits ejaculating sunshine,None
961,indie,None
962,indie,None
963,indie,None
964,indie,None
965,indie,None
966,indie,None
967,indie,None
968,indie,None
969,emo,None
970,postrock,None
971,wirround,None
972,hands,None
973,emo,None
974,Roctronik,None
975,wirround,None
976,emo,None
977,hip hop,None
978,Hip-Hop,None
979,alternative,None
980,alternative,None
981,neo-psych,None
982,hip hop,None
983,hip hop,None
984,hip hop,None
985,electronic,None
986,electronic,None
987,electronic,None
988,electronic,None
989,electronic,None
990,indie,None
991,indie,None
992,indie,None
993,indie,None
994,indie,None
995,indie,None
996,indie,None
997,indie,None
998,indie,None
999,indie,None
1000,indie,None
1001,indie,None
1002,Neo Soul,None
1003,hip hop,None
1004,hip hop,None
1005,hip hop,None
1006,indie,None
1007,indie,None
1008,indie,None
1009,Hip-Hop,None
1010,hip hop,None
1011,Hip-Hop,None
1012,Hip-Hop,None
1013,Hip-Hop,None
1014,rap,None
1015,Wiz Khalifa,None
1016,Wiz Khalifa,None
1017,Wiz Khalifa,None
1018,Wiz Khalifa,None
1019,punk,None
1020,alternative,None
1021,funk,None
1022,funk,None
1023,funk,None
1024,emo,None
1025,emo,None
1026,emo,None
1027,Hip-Hop,None
1028,Hip-Hop,None
1029,hip hop,None
1030,electronic,None
1031,electronic,None
1032,electronic,None
1033,electronic,None
1034,indie,None
1035,indie,None
1036,indie,None
1037,Lo-Fi,None
1038,Lo-Fi,None
1039,Lo-Fi,None
1040,Lo-Fi,None
1041,spacing-out,None
1042,Lo-Fi,None
1043,Lo-Fi,None
1044,Lo-Fi,None
1045,Lo-Fi,None
1046,Lo-Fi,None
1047,experimental,None
1048,Lo-Fi,None
1049,Lo-Fi,None
1050,indie,None
1051,indie,None
1052,indie,None
1053,indie,None
1054,Lo-Fi,None
1055,indie,None
1056,Lo-Fi,None
1057,Lo-Fi,None
1058,rnb,None
1059,alternative,None
1060,college rock,None
1061,alternative rock,None
1062,alternative rock,None
1063,Wiz Khalifa,None
1064,Wiz Khalifa,None
1065,Wiz Khalifa,None
1066,alternative,None
1067,alternative,None
1068,alternative,None
1069,alternative,None
1070,alternative,None
1071,alternative,None
1072,alternative,None
1073,alternative,None
1074,alternative,None
1075,alternative,None
1076,chill,None
1077,Love,None
1078,pop,None
1079,chill,None
1080,Love,None
1081,chill,None
1082,Love,None
1083,indie,None
1084,instrumental,None
1085,indie,None
1086,indie,None
1087,indie,None
1088,indie,None
1089,indie,None
1090,indie,None
1091,alternative,None
1092,alternative,None
1093,fip,None
1094,emo,None
1095,alternative,None
1096,alternative,None
1097,alternative,None
1098,alternative,None
1099,alternative,None
1100,alternative,None
1101,alternative,None
1102,alternative,None
1103,alternative,None
1104,alternative,None
1105,alternative,None
1106,alternative,None
1107,Hip-Hop,None
1108,Hip-Hop,None
1109,Hip-Hop,None
1110,death metal,None
1111,death metal,None
1112,death metal,None
1113,death metal,None
1114,death metal,None
1115,death metal,None
1116,death metal,None
1117,death metal,None
1118,death metal,None
1119,indie,None
1120,indie,None
1121,emo,None
1122,indie,None
1123,indie,None
1124,alternative,None
1125,Hip-Hop,None
1126,Hip-Hop,None
1127,downtempo,None
1128,nu jazz,None
1129,nu-disco,None
1130,nu jazz,None
1131,downtempo,None
1132,nu-disco,None
1133,downtempo,None
1134,downtempo,None
1135,downtempo,None
1136,downtempo,None
1137,emo,None
1138,swedish,None
1139,emo,None
1140,alternative,None
1141,emo,None
1142,alternative,None
1143,emo,None
1144,emo,None
1145,rock,None
1146,soft,None
1147,Love,None
1148,indie,None
1149,a song to listen to in december,None
1150,Emo Diaries,None
1151,indie,None
1152,indie,None
1153,indie,None
1154,indie,None
1155,indie,None
1156,rnb,None
1157,rnb,None
1158,rnb,None
1159,rnb,None
1160,hip hop,None
1161,rock,None
1162,alternative rock,None
1163,alternative rock,None
1164,emo,None
1165,Lo-Fi,None
1166,Lo-Fi,None
1167,Lo-Fi,None
1168,indie,None
1169,emo,None
1170,hands,None
1171,rock,None
1172,Roctronik,None
1173,wirround,None
1174,Lo-Fi,None
1175,Lo-Fi,None
1176,instrumental,None
1177,indie,None
1178,indie,None
1179,Lo-Fi,None
1180,indie,None
1181,rock,None
1182,indie,None
1183,experimental,None
1184,indie,None
1185,post-rock,None
1186,tlr,None
1187,outer space,None
1188,emo,None
1189,emo,None
1190,indie,None
1191,indie,None
1192,indie,None
1193,metalcore,None
1194,alternative rock,None
1195,favorites,None
1196,metalcore,None
1197,rock,None
1198,rock,None
1199,metalcore,None
1200,post-hardcore,None
1201,metal,None
1202,hip hop,None
1203,Hip-Hop,None
1204,hip hop,None
1205,Hip-Hop,None
1206,rap,None
1207,hip hop,None
1208,hip hop,None
1209,Hip-Hop,None
1210,Hip-Hop,None
1211,hip hop,None
1212,Hip-Hop,None
1213,Hip-Hop,None
1214,Hip-Hop,None
1215,Hip-Hop,None
1216,Wiz Khalifa,None
1217,Wiz Khalifa,None
1218,Wiz Khalifa,None
1219,Wiz Khalifa,None
1220,downtempo,None
1221,downtempo,None
1222,electronic,None
1223,downtempo,None
1224,electronic,None
1225,downtempo,None
1226,electronic,None
1227,electronic,None
1228,bouncy,None
1229,downtempo,None
1230,electronic,None
1231,electronic,None
1232,downtempo,None
1233,downtempo,None
1234,instrumental,None
1235,fip,None
1236,Wiz Khalifa,None
1237,Wiz Khalifa,None
1238,Wiz Khalifa,None
1239,Hip-Hop,None
1240,played,None
1241,Hip-Hop,None
1242,instrumental,None
1243,underground hip-hop,None
1244,The Brave Little Toaster,None
1245,electronic,None
1246,hip hop,None
1247,abstract,None
1248,Angular,None
1249,perfect,None
1250,luvedtrax,None
1251,luvedtrax,None
1252,instrumental,None
1253,fip,None
1254,washington,None
1255,indie,None
1256,indie,None
1257,indie,None
1258,indie,None
1259,indie,None
1260,indie,None
1261,indie,None
1262,indie,None
1263,indie,None
1264,Hip-Hop,None
1265,Hip-Hop,None
1266,Wiz Khalifa,None
1267,Wiz Khalifa,None
1268,Wiz Khalifa,None
1269,Wiz Khalifa,None
1270,Wiz Khalifa,None
1271,Wiz Khalifa,None
1272,post-hardcore,None
1273,post-hardcore,None
1274,post-hardcore,None
1275,post-hardcore,None
1276,pop,None
1277,epic,None
1278,metal,None
1279,death metal,None
1280,death metal,None
1281,death metal,None
1282,death metal,None
1283,metal,None
1284,metal,None
1285,death metal,None
1286,death metal,None
1287,death metal,None
1288,death metal,None
1289,death metal,None
1290,death metal,None
1291,Hip-Hop,None
1292,motherfuckin rabbits ejaculating sunshine,None
1293,indie,None
1294,funk,None
1295,funk,None
1296,Hip-Hop,None
1297,Lo-Fi,None
1298,indie,None
1299,experimental,None
1300,indie,None
1301,indie,None
1302,indie,None
1303,indie,None
1304,indie,None
1305,indie,None
1306,indie,None
1307,experimental,None
1308,hip hop,None
1309,indie,None
1310,indie,None
1311,chill,None
1312,Hip-Hop,None
1313,metalcore,None
1314,metalcore,None
1315,hardcore,None
1316,metalcore,None
1317,hardcore,None
1318,metalcore,None
1319,electronic,None
1320,jazz fusion,None
1321,Hip-Hop,None
1322,electronic,None
1323,Hip-Hop,None
1324,Hip-Hop,None
1325,Progressive rock,None
1326,Hip-Hop,None
1327,Wiz Khalifa,None
1328,Wiz Khalifa,None
1329,Wiz Khalifa,None
1330,Wiz Khalifa,None
1331,Wiz Khalifa,None
1332,Wiz Khalifa,None
1333,Wiz Khalifa,None
1334,Hip-Hop,None
1335,Hip-Hop,None
1336,fip,None
1337,alternative,None
1338,Lo-Fi,None
1339,Lo-Fi,None
1340,indie,None
1341,Lo-Fi,None
1342,Hip-Hop,None
1343,Hip-Hop,None
1344,Hip-Hop,None
1345,Hip-Hop,None
1346,rap,None
1347,Hip-Hop,None
1348,alternative rock,None
1349,alternative rock,None
1350,funk,None
1351,jazz fusion,None
1352,Lo-Fi,None
1353,indie,None
1354,indie,None
1355,indie,None
1356,Lo-Fi,None
1357,instrumental,None
1358,indie,None
1359,indie,None
1360,Lo-Fi,None
1361,rock,None
1362,rock,None
1363,punk,None
1364,emo,None
1365,chillout,None
1366,chillout,None
1367,downtempo,None
1368,electronic,None
1369,chillout,None
1370,electronic,None
1371,rnb,None
1372,Hip-Hop,None
1373,chill,None
1374,Hip-Hop,None
1375,hip hop,None
1376,Hip-Hop,None
1377,punk,None
1378,experimental,None
1379,emo,None
1380,emo,None
1381,emo,None
1382,emo,None
1383,chill,None
1384,Wiz Khalifa,None
1385,Wiz Khalifa,None
1386,funk,None
1387,funk,None
1388,pop,None
1389,funk,None
1390,funk,None
1391,funk,None
1392,pop,None
1393,funk,None
1394,funk,None
1395,funk,None
1396,pop,None
1397,pop,None
1398,pop,None
1399,funk,None
1400,alternative rock,None
1401,alternative rock,None
1402,funk,None
1403,alternative rock,None
1404,rock,None
1405,indie,None
1406,alternative rock,None
1407,alternative rock,None
1408,Hip-Hop,None
1409,Hip-Hop,None
1410,Hip-Hop,None
1411,Hip-Hop,None
1412,chillout,None
1413,chillout,None
1414,chill,None
1415,chill,None
1416,chillout,None
1417,rock,None
1418,relax,None
1419,male vocalist,None
1420,chillout,None
1421,chill,None
1422,pop,None
1423,chill,None
1424,Love,None
1425,chillout,None
1426,chill,None
1427,chill,None
1428,rock,None
1429,chillout,None
1430,chill,None
1431,Love,None
1432,chillout,None
1433,Love,None
1434,pop,None
1435,Lo-Fi,None
1436,indie,None
1437,instrumental,None
1438,Lo-Fi,None
1439,Canadian,None
1440,hardcore,None
1441,hardcore,None
1442,hardcore,None
1443,hardcore,None
1444,hardcore,None
1445,hardcore,None
1446,experimental,None
1447,Hip-Hop,None
1448,Progressive rock,None
1449,Progressive rock,None
1450,Progressive rock,None
1451,Progressive rock,None
1452,Progressive rock,None
1453,Progressive rock,None
1454,Progressive rock,None
1455,Progressive rock,None
1456,pop,None
1457,Anderson paak,None
1458,Anderson paak,None
1459,Hip-Hop,None
1460,rnb,None
1461,rnb,None
1462,rnb,None
1463,rnb,None
1464,indie,None
1465,indie,None
1466,electronic,None
1467,electronic,None
1468,alternative rock,None
1469,Wiz Khalifa,None
1470,favorites,None
1471,funk,None
