,genre_sequence,unique_genres
470,pop,None
471,mandarin,None
472,eason,None
473,chinese,None
474,chinese,None
475,chinese,None
476,H-Pop,None
477,Favorite,None
478,pop,None
479,mandarin,None
480,eason,None
481,chinese,None
482,chinese,None
483,chinese,None
484,H-Pop,None
485,Favorite,None
486,pop,None
487,mandarin,None
488,eason,None
489,chinese,None
490,C-pop,None
491,pop,None
492,pop,None
493,chinese,None
494,mandarin,None
495,eason,None
496,chinese,None
497,eason,None
498,chinese,None
499,chinese,None
500,chinese,None
501,chinese,None
502,H-Pop,None
503,Favorite,None
504,pop,None
505,mandarin,None
506,eason,None
507,chinese,None
508,chinese,None
509,chinese,None
510,H-Pop,None
511,Favorite,None
512,pop,None
513,mandarin,None
514,eason,None
515,chinese,None
516,eason,None
517,chinese,None
518,eason,None
519,chinese,None
520,chinese,None
521,chinese,None
522,chinese,None
523,chinese,None
524,H-Pop,None
525,Favorite,None
526,pop,None
527,mandarin,None
528,eason,None
529,chinese,None
530,chinese,None
531,chinese,None
532,chinese,None
533,H-Pop,None
534,Favorite,None
535,pop,None
536,mandarin,None
537,eason,None
538,chinese,None
539,female vocalists,None
540,C-pop,None
541,pop,None
542,pop,None
543,eason,None
544,chinese,None
545,chinese,None
546,pop,None
547,Asian,None
548,pop,None
549,chinese,None
550,Chinese Pop,None
551,chinese,None
552,C-pop,None
553,female vocalists,None
554,10-loving,None
555,rnb,None
556,10-loving,None
557,rock,None
558,rock,None
559,rock,None
560,chinese,None
561,indie,None
562,piano,None
563,chinese,None
564,eason,None
565,chinese,None
566,pop,None
567,pop,None
568,ht,None
569,female vocalists,None
570,chinese,None
571,piano,None
572,chinese,None
573,myplaylist,None
574,pop,None
575,C-pop,None
576,chinese,None
577,chinese,None
578,chinese,None
579,Koda Kumi,None
580,chinese,None
581,Asian,None
582,LeeHom Wang,None
583,chinese,None
584,chinese,None
585,LeeHom Wang,None
586,chinese,None
587,chinese,None
588,Favorite,None
589,Jay Chou,None
590,chinese female vocal,None
591,C-pop,None
592,C-pop,None
593,pop,None
594,ht,None
595,female vocalists,None
596,eason,None
597,chinese,None
598,chinese,None
599,chinese,None
600,chinese,None
601,H-Pop,None
602,Favorite,None
603,pop,None
604,H-Pop,None
605,Favorite,None
606,pop,None
607,mandarin,None
608,eason,None
609,Favorite,None
610,pop,None
611,chinese,None
612,C-pop,None
613,female vocalists,None
614,chinese,None
615,Koda Kumi,None
616,chinese,None
617,female vocalists,None
618,Asian,None
619,rtg,None
620,123,None
621,pop,None
622,Love,None
623,jacky,None
624,calm,None
625,chinese,None
626,Asian,None
627,chinese,None
628,chinese,None
629,chinese,None
630,chinese,None
631,chinese,None
632,chinese,None
633,rtg,None
634,Favorite,None
635,eason,None
636,chinese,None
637,chinese,None
638,chinese,None
639,Favorite,None
640,eason,None
641,chinese,None
642,chinese,None
643,Favorite,None
644,eason,None
645,chinese,None
646,chinese,None
647,chinese,None
648,chinese,None
649,Favorite,None
650,eason,None
651,chinese,None
652,pop,None
653,indie,None
654,piano,None
655,chinese,None
656,eason,None
657,chinese,None
658,pop,None
659,indie,None
660,piano,None
661,chinese,None
662,chinese,None
663,jacky,None
664,good,None
665,chinese rock,None
666,good,None
667,chinese rock,None
668,eason,None
669,chinese,None
670,chinese,None
671,chinese,None
672,Favorite,None
673,eason,None
674,chinese,None
675,chinese,None
676,chinese,None
677,Favorite,None
678,eason,None
679,chinese,None
680,eason,None
681,chinese,None
682,chinese,None
683,chinese female vocal,None
684,C-pop,None
685,chinese,None
686,chinese,None
687,chinese,None
688,chinese,None
689,piano,None
690,pop,None
691,C-pop,None
692,taiwanese female vocal,None
693,C-pop,None
694,pop,None
695,ht,None
696,female vocalists,None
697,Favorite,None
698,Favorite,None
699,pop,None
700,chinese,None
701,rock,None
702,China,None
703,123,None
704,female vocalists,None
705,Love,None
706,Chinese Pop,None
707,Koda Kumi,None
708,pop,None
709,chinese,None
710,Love,None
711,indie,None
712,chinese,None
713,chinese,None
714,chinese,None
715,C-pop,None
716,C-pop,None
717,pop,None
718,chinese,None
719,C-pop,None
720,C-pop,None
721,pop,None
722,Favorite,None
723,Favorite,None
724,ten now,None
725,taiwan,None
726,fantasy,None
727,fantasy,None
728,pop,None
729,Asian Pop,None
730,Favorite,None
731,Love,None
732,LeeHom Wang,None
733,chillout,None
734,Chinese Pop,None
735,Koda Kumi,None
736,Asian,None
737,chinese,None
738,pop,None
739,calm,None
740,chinese,None
741,pop,None
742,yearning,None
743,pop,None
744,pop,None
745,female vocalists,None
746,pop,None
747,pop,None
748,female vocalists,None
749,indie,None
750,indie,None
751,C-pop,None
752,chinese female vocal,None
753,pop,None
754,C-pop,None
755,chinese,None
756,jacky,None
757,chinese,None
758,pop,None
759,eason,None
760,chinese,None
761,chinese,None
762,China,None
763,China,None
764,pop,None
765,chinese,None
766,indie,None
767,indie,None
768,good,None
769,chinese rock,None
770,favorite songs,None
771,piano,None
772,pop,None
773,myplaylist,None
774,pop,None
775,pop,None
776,favorite songs,None
777,piano,None
778,taiwanese pop,None
779,chinese,None
780,China,None
781,123,None
782,female vocalists,None
783,Love,None
784,pop,None
785,chinese,None
786,pop,None
787,chillout,None
788,pop,None
789,cpop,None
790,chinese,None
791,Asian,None
792,chinese,None
793,cpop,None
794,Love,None
795,Ballad,None
796,chinese,None
797,chinese,None
798,pop,None
799,pop,None
800,rock,None
801,j-pop,None
802,introverted,None
803,China,None
804,123,None
805,female vocalists,None
806,Love,None
807,cpop,None
808,123,None
809,female vocalists,None
810,Love,None
811,1990,None
812,pop,None
813,pop,None
814,favorite songs,None
815,piano,None
816,chinese,None
817,chinese,None
818,ht,None
819,piano,None
820,China,None
821,chinese,None
822,Favorite,None
823,pop,None
824,female vocalists,None
825,chinese,None
826,ht,None
827,chinese,None
828,Favorite,None
829,pop,None
830,chinese,None
831,Favorite,None
832,pop,None
833,female vocalists,None
834,chinese,None
835,ht,None
836,female vocalists,None
837,pop,None
838,pop,None
839,chinese,None
840,ht,None
841,ht,None
842,chinese,None
843,Favorite,None
844,pop,None
845,jacky,None
846,rock,None
847,chinese,None
848,chinese,None
849,Jay Chou,None
850,pop,None
851,pop,None
852,rock,None
853,j-pop,None
854,introverted,None
855,chillout,None
856,taiwanese female vocal,None
857,pop,None
858,C-pop,None
859,Sentimental,None
860,chinese,None
861,chinese,None
862,taiwanese pop,None
863,chinese,None
864,China,None
865,Love,None
866,C-pop,None
867,Sentimental,None
868,chinese,None
869,chinese,None
870,taiwanese pop,None
871,chinese,None
872,China,None
873,123,None
874,female vocalists,None
875,Love,None
876,pop,None
877,pop,None
878,pop,None
879,favorite songs,None
880,piano,None
881,tw,None
882,pop,None
883,good,None
884,C-pop,None
885,Asian,None
886,chinese,None
887,LeeHom Wang,None
888,chillout,None
889,Chinese Pop,None
890,Koda Kumi,None
891,indie,None
892,indie,None
893,C-pop,None
894,female vocalists,None
895,indie,None
896,C-pop,None
897,Favorite,None
898,Favorite,None
899,chinese,None
900,C-pop,None
901,C-pop,None
902,pop,None
903,Favorite,None
904,pop,None
905,chinese,None
906,C-pop,None
907,C-pop,None
908,pop,None
909,123,None
910,female vocalists,None
911,Love,None
912,chinese,None
913,pop,None
914,pop,None
915,1990,None
916,myplaylist,None
917,pop,None
918,pop,None
919,favorite songs,None
920,piano,None
921,tw,None
922,chinese,None
923,C-pop,None
924,pop,None
925,pop,None
926,chinese,None
927,pop,None
928,chinese,None
929,China,None
930,pop,None
931,cpop,None
932,LeeHom Wang,None
933,chillout,None
934,pop,None
935,cpop,None
936,chinese,None
937,Asian,None
938,Ballad,None
939,chinese,None
940,pop,None
941,C-pop,None
942,r&b,None
943,cpop,None
944,Love,None
945,Ballad,None
946,female vocalists,None
947,chinese,None
948,ht,None
949,rock,None
950,chinese,None
951,Favorite,None
952,pop,None
953,female vocalists,None
954,chinese,None
955,ht,None
956,chinese,None
957,Favorite,None
958,pop,None
959,Ballad,None
960,C-pop,None
961,pop,None
962,chinese,None
963,Favorite,None
964,pop,None
965,Anime music,None
966,female vocalists,None
967,chinese,None
968,ht,None
969,chinese,None
970,Favorite,None
971,pop,None
972,ht,None
973,female vocalists,None
974,chinese,None
975,ht,None
976,chinese,None
977,pop,None
978,female vocalists,None
979,chinese,None
980,ht,None
981,chinese,None
982,Favorite,None
983,pop,None
984,Anime music,None
985,if I were a sound I would be this,None
986,female vocalists,None
987,chinese,None
988,ht,None
989,ht,None
990,chinese,None
991,Favorite,None
992,pop,None
993,chinese,None
994,ht,None
995,chinese,None
996,Favorite,None
997,pop,None
998,ht,None
999,chinese,None
1000,Soundtrack,None
1001,Soundtrack,None
1002,movie ost,None
1003,Chinese Pop,None
1004,10-loving,None
1005,female vocalists,None
1006,chinese,None
1007,ht,None
1008,chinese,None
1009,Favorite,None
1010,pop,None
1011,chinese,None
1012,C-pop,None
1013,pop,None
1014,pop,None
1015,chinese,None
1016,pop,None
1017,pop,None
1018,1990,None
1019,pop,None
1020,C-pop,None
1021,r&b,None
1022,cpop,None
1023,Love,None
1024,Ballad,None
1025,cpop,None
1026,C-pop,None
1027,Ballad,None
1028,ht,None
1029,female vocalists,None
1030,pop,None
1031,chinese,None
1032,ht,None
1033,chinese,None
1034,ht,None
1035,ht,None
1036,chinese,None
1037,ht,None
1038,chinese,None
1039,Favorite,None
1040,pop,None
1041,ht,None
1042,pop,None
1043,chinese,None
1044,pop,None
1045,myplaylist,None
1046,pop,None
1047,jacky,None
1048,China,None
1049,good,None
1050,C-pop,None
1051,C-pop,None
1052,Koda Kumi,None
1053,yearning,None
1054,cpop,None
1055,pop,None
1056,pop,None
1057,chinese,None
1058,cpop,None
1059,cpop,None
1060,pop,None
1061,piano,None
1062,female vocalist,None
1063,midnight,None
1064,chinese,None
1065,pop,None
1066,pop,None
1067,rock,None
1068,chinese,None
1069,China,None
1070,pop,None
1071,pop,None
1072,China,None
1073,pop,None
1074,chinese,None
1075,favorite songs,None
1076,indie,None
1077,indie,None
1078,chinese,None
1079,Favorite,None
1080,chinese,None
1081,Love,None
1082,folk,None
1083,chinese,None
1084,zhangxuan,None
1085,indie,None
1086,chinese,None
1087,chinese,None
1088,chinese,None
1089,zhangxuan,None
1090,indie,None
1091,chinese,None
1092,female vocalist,None
1093,midnight,None
1094,chinese,None
1095,Favorite,None
1096,pop,None
1097,rnb,None
1098,10-loving,None
1099,rnb,None
1100,10-loving,None
1101,rnb,None
1102,10-loving,None
1103,chinese,None
1104,C-pop,None
1105,C-pop,None
1106,pop,None
1107,Favorite,None
1108,pop,None
1109,female vocalist,None
1110,midnight,None
1111,folk,None
1112,folk,None
1113,folk,None
1114,Favorite,None
1115,Favorite,None
1116,pop,None
1117,indie,None
1118,chinese,None
1119,female vocalist,None
1120,chinese,None
1121,folk,None
1122,folk,None
1123,pop,None
1124,rock,None
1125,female vocalists,None
1126,chinese,None
1127,chinese,None
1128,chinese,None
1129,Favorite,None
1130,chinese,None
1131,chinese,None
1132,chinese,None
1133,chinese,None
1134,chinese,None
1135,Favorite,None
1136,chinese,None
1137,chinese,None
1138,chinese,None
1139,Favorite,None
1140,chinese,None
1141,chinese,None
1142,chinese,None
1143,Favorite,None
1144,chinese,None
1145,chinese,None
1146,chinese,None
1147,chinese,None
1148,good,None
1149,chinese rock,None
1150,rtg,None
1151,cpop,None
1152,rock,None
1153,rock,None
1154,rock,None
1155,rock,None
1156,introverted,None
1157,chillout,None
1158,taiwanese female vocal,None
1159,rtg,None
1160,cpop,None
1161,pop,None
1162,chinese,None
1163,taiwanese pop,None
1164,chinese,None
1165,China,None
1166,Love,None
1167,10-loving,None
1168,chinese,None
1169,chinese,None
1170,chinese,None
1171,pop,None
1172,pop,None
1173,chillout,None
1174,taiwanese female vocal,None
1175,rtg,None
1176,cpop,None
1177,Love,None
1178,Love,None
1179,China,None
1180,China,None
1181,123,None
1182,female vocalists,None
1183,Love,None
1184,C-pop,None
1185,pop,None
1186,punk rock,None
1187,70s,None
1188,pop,None
1189,pop,None
1190,Love,None
1191,pop,None
1192,rock,None
1193,j-pop,None
1194,introverted,None
1195,chillout,None
1196,taiwanese female vocal,None
1197,taiwanese pop,None
1198,chinese,None
1199,China,None
1200,chinese,None
1201,chinese,None
1202,Favorite,None
1203,chinese,None
1204,chinese,None
1205,chinese,None
1206,Favorite,None
1207,chinese,None
1208,chinese,None
1209,chinese,None
1210,chinese,None
1211,Favorite,None
1212,chinese,None
1213,chinese,None
1214,chinese,None
1215,Favorite,None
1216,chinese,None
1217,chinese,None
1218,chinese,None
1219,Favorite,None
1220,chinese,None
1221,chinese,None
1222,chinese,None
1223,Favorite,None
1224,chinese,None
1225,chinese,None
1226,chinese,None
1227,Favorite,None
1228,chinese,None
1229,chinese,None
1230,chinese,None
1231,Favorite,None
1232,chinese,None
1233,pop,None
1234,pop,None
1235,punk rock,None
1236,70s,None
1237,taiwanese female vocal,None
1238,chinese,None
1239,C-pop,None
1240,pop,None
1241,pop,None
1242,chinese,None
1243,pop,None
1244,punk rock,None
1245,70s,None
1246,taiwanese female vocal,None
1247,chinese,None
1248,C-pop,None
1249,pop,None
1250,pop,None
1251,pop,None
1252,chinese,None
1253,chinese,None
1254,taiwanese pop,None
1255,China,None
1256,chinese,None
1257,chinese,None
1258,chinese,None
1259,Favorite,None
1260,chinese,None
1261,chinese,None
1262,chinese,None
1263,Favorite,None
1264,chinese,None
1265,chinese,None
1266,chinese,None
1267,Favorite,None
1268,chinese,None
1269,chinese,None
1270,chinese,None
1271,C-pop,None
1272,C-pop,None
1273,chinese,None
1274,chinese,None
1275,Favorite,None
1276,chinese,None
1277,chinese,None
1278,chinese,None
1279,chinese,None
1280,Favorite,None
1281,chinese,None
1282,chinese,None
1283,chinese,None
1284,Favorite,None
1285,chinese,None
1286,chinese,None
1287,indie,None
1288,indie,None
1289,indie,None
1290,indie,None
1291,favorite songs,None
1292,indie,None
1293,indie,None
1294,favorite songs,None
1295,indie,None
1296,indie,None
1297,favorite songs,None
1298,good,None
1299,chinese rock,None
1300,good,None
1301,chinese rock,None
1302,chinese rock,None
1303,good,None
1304,chinese rock,None
1305,good,None
1306,chinese rock,None
1307,good,None
1308,chinese rock,None
1309,rock,None
1310,rock,None
1311,rock,None
1312,rock,None
1313,rock,None
1314,pop,None
1315,pop,None
1316,chinese,None
1317,rock,None
1318,j-pop,None
1319,introverted,None
1320,chillout,None
1321,taiwanese female vocal,None
1322,rtg,None
1323,cpop,None
1324,pop,None
1325,punk rock,None
1326,70s,None
1327,taiwanese female vocal,None
1328,chinese,None
1329,C-pop,None
1330,pop,None
1331,pop,None
1332,pop,None
1333,pop,None
1334,chillout,None
1335,taiwanese female vocal,None
1336,rtg,None
1337,cpop,None
1338,pop,None
1339,chinese,None
1340,China,None
1341,123,None
1342,female vocalists,None
1343,Love,None
1344,chinese,None
1345,pop,None
1346,pop,None
1347,1990,None
1348,good,None
1349,C-pop,None
1350,Favorite,None
1351,Love,None
1352,LeeHom Wang,None
1353,favorite songs,None
1354,piano,None
1355,tw,None
1356,C-pop,None
1357,good,None
1358,pop,None
1359,yearning,None
1360,pop,None
1361,pop,None
1362,female vocalists,None
1363,chinese female vocal,None
1364,pop,None
1365,C-pop,None
1366,good,None
1367,chinese rock,None
1368,good,None
1369,good,None
1370,chinese rock,None
1371,chinese rock,None
1372,good,None
1373,chinese rock,None
1374,good,None
1375,chinese rock,None
1376,chinese,None
1377,piano,None
1378,tw,None
1379,C-pop,None
1380,pop,None
1381,taiwanese female vocal,None
1382,chinese,None
1383,C-pop,None
1384,pop,None
1385,10-loving,None
1386,rnb,None
1387,10-loving,None
1388,chinese,None
1389,chinese,None
1390,chinese,None
1391,Favorite,None
1392,chinese,None
1393,chinese,None
1394,chinese,None
1395,Favorite,None
1396,chinese,None
1397,chinese,None
1398,chinese,None
1399,Favorite,None
1400,chinese,None
1401,chinese,None
1402,chinese,None
1403,Favorite,None
1404,chinese,None
1405,chinese,None
1406,Favorite,None
1407,chinese,None
1408,chinese,None
1409,chinese,None
1410,Favorite,None
1411,chinese,None
1412,chinese,None
1413,chinese,None
1414,Favorite,None
1415,chinese,None
1416,good,None
1417,chinese rock,None
1418,good,None
1419,chinese rock,None
1420,good,None
1421,chinese rock,None
1422,chinese,None
1423,rtg,None
1424,cpop,None
1425,pop,None
1426,Sentimental,None
1427,China,None
1428,123,None
1429,myplaylist,None
1430,pop,None
1431,pop,None
1432,favorite songs,None
1433,piano,None
1434,piano,None
1435,pop,None
1436,piano,None
1437,tw,None
1438,C-pop,None
1439,good,None
1440,C-pop,None
1441,chillout,None
1442,Chinese Pop,None
1443,Koda Kumi,None
1444,Asian,None
1445,pop,None
1446,female vocalists,None
1447,indie,None
1448,pop,None
1449,pop,None
1450,female vocalists,None
1451,indie,None
1452,indie,None
1453,C-pop,None
1454,chinese female vocal,None
1455,pop,None
1456,C-pop,None
1457,chinese,None
1458,jacky,None
1459,chinese,None
1460,pop,None
1461,China,None
1462,pop,None
1463,China,None
1464,chinese,None
1465,Jay Chou,None
1466,pop,None
1467,favorite songs,None
1468,piano,None
1469,tw,None
1470,C-pop,None
1471,good,None
1472,chinese rock,None
1473,good,None
1474,chinese rock,None
1475,good,None
1476,chinese rock,None
1477,indie,None
1478,indie,None
1479,chinese,None
1480,chinese,None
1481,chinese,None
1482,pop,None
1483,chinese,None
1484,taiwanese female vocal,None
1485,chinese,None
1486,C-pop,None
1487,pop,None
1488,pop,None
1489,China,None
1490,female vocalists,None
1491,Love,None
1492,chinese,None
1493,pop,None
1494,pop,None
1495,1990,None
1496,myplaylist,None
1497,pop,None
1498,pop,None
1499,favorite songs,None
1500,piano,None
1501,pop,None
1502,chinese,None
1503,taiwanese female vocal,None
1504,j-pop,None
1505,China,None
1506,chinese,None
1507,10-loving,None
1508,rnb,None
1509,10-loving,None
1510,chinese,None
1511,chinese,None
1512,chinese,None
1513,Favorite,None
1514,chinese,None
1515,chinese,None
1516,chinese,None
1517,Favorite,None
1518,chinese,None
1519,chinese,None
1520,chinese,None
1521,Favorite,None
1522,chinese,None
1523,chinese,None
1524,chinese,None
1525,Favorite,None
1526,chinese,None
1527,chinese,None
1528,chinese,None
1529,Favorite,None
1530,chinese,None
1531,chinese,None
1532,chinese,None
1533,Favorite,None
1534,chinese,None
1535,chinese,None
1536,Favorite,None
1537,chinese,None
1538,chillout,None
1539,taiwanese pop,None
1540,chinese,None
1541,chinese,None
1542,chinese,None
1543,Favorite,None
1544,chinese,None
1545,chinese,None
1546,Favorite,None
1547,chinese,None
1548,chinese,None
1549,chinese,None
1550,chinese,None
1551,Favorite,None
1552,chinese,None
1553,Favorite,None
1554,chinese,None
1555,chinese,None
1556,chinese,None
1557,Favorite,None
1558,chinese,None
1559,chinese,None
1560,chinese rock,None
1561,good,None
1562,chinese rock,None
1563,good,None
1564,chinese rock,None
1565,good,None
1566,chinese rock,None
1567,10-loving,None
1568,rnb,None
1569,10-loving,None
1570,rnb,None
1571,10-loving,None
1572,pop,None
1573,China,None
1574,chinese,None
1575,good,None
1576,chinese rock,None
1577,chinese,None
1578,chinese,None
1579,chinese,None
1580,Favorite,None
1581,chinese,None
1582,chinese,None
1583,chinese,None
1584,Favorite,None
1585,chinese,None
1586,chinese,None
1587,Favorite,None
1588,chinese,None
1589,chinese,None
1590,chinese,None
1591,Favorite,None
1592,chinese,None
1593,chinese,None
1594,chinese,None
1595,chinese,None
1596,chinese,None
1597,pop,None
1598,chinese,None
1599,r&b,None
1600,Chinese Pop,None
